[1740780420.4689434]	Q_Header<(2621443, 58018, 257, 173, 250, 8, 58, 0, 27)>	Q_Data<(0, 0, 0, 79, 44, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 105, 119, 55, 58, 0, 0, 39, 33, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42864099142629947, y=-0.8986629585306611, z=0.09069635672212459, w=-0.021117725051046504)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.008888888888888889, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.03)>	COMP<103>
[1740780420.4795246]	Q_Header<(2621443, 58019, 257, 173, 250, 8, 58, 1, 27)>	Q_Data<(0, 0, 0, 75, 82, 77, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 224, 113, 179, 64, 78, 23, 15, 14, 7, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42767775389303175, y=-0.8991181664904025, z=0.09076021407719968, w=-0.020996310452290983)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.09)>	COMP<101>
[1740780420.4867656]	Q_Header<(2621443, 58020, 257, 173, 250, 8, 58, 2, 30)>	Q_Data<(0, 0, 37, 77, 39, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 210, 109, 219, 60, 89, 35, 15, 23, 14, 0, 0, 0, 4, 0, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42767775389303175, y=-0.8991181664904025, z=0.09076021407719968, w=-0.020996310452290983)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.09)>	COMP<101>
[1740780420.4960096]	Q_Header<(2621443, 58021, 257, 173, 250, 8, 58, 3, 30)>	Q_Data<(0, 0, 77, 79, 82, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 149, 108, 209, 46, 81, 33, 0, 14, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42767775389303175, y=-0.8991181664904025, z=0.09076021407719968, w=-0.020996310452290983)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.09)>	COMP<101>
[1740780420.5058901]	Q_Header<(2621443, 58022, 257, 173, 250, 8, 58, 4, 26)>	Q_Data<(0, 0, 62, 0, 81, 0, 0, 21, 0, 0, 0, 0, 27, 0, 0, 0, 59, 106, 153, 17, 72, 25, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42767775389303175, y=-0.8991181664904025, z=0.09076021407719968, w=-0.020996310452290983)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.014444444444444444, z=0.05444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.01, y=-0.05, z=-0.09)>	COMP<101>
[1740780420.5168605]	Q_Header<(2621443, 58023, 257, 173, 250, 8, 58, 5, 29)>	Q_Data<(0, 0, 0, 0, 70, 0, 0, 55, 0, 0, 0, 0, 75, 0, 0, 0, 50, 77, 72, 60, 69, 2, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42693706429065, y=-0.8994669787635895, z=0.09081949273259288, w=-0.02087383502321691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.016666666666666666, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.15)>	COMP<101>
[1740780420.5331137]	Q_Header<(2621443, 58024, 257, 173, 250, 8, 58, 6, 37)>	Q_Data<(0, 0, 0, 80, 67, 10, 0, 39, 0, 0, 0, 0, 112, 70, 0, 0, 66, 20, 46, 76, 75, 38, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 42, 8, 0, 0, 6, 33, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42693706429065, y=-0.8994669787635895, z=0.09081949273259288, w=-0.02087383502321691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.016666666666666666, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.15)>	COMP<101>
[1740780420.5352986]	Q_Header<(2621443, 58025, 257, 173, 250, 8, 58, 7, 36)>	Q_Data<(0, 0, 0, 78, 82, 29, 0, 0, 0, 0, 0, 0, 88, 82, 0, 0, 74, 65, 72, 102, 82, 53, 21, 10, 0, 0, 0, 0, 0, 0, 7, 0, 44, 54, 29, 27, 11, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.42693706429065, y=-0.8994669787635895, z=0.09081949273259288, w=-0.02087383502321691)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=0.016666666666666666, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.0, y=-0.04, z=-0.15)>	COMP<101>
[1740780420.5490265]	Q_Header<(2621443, 58026, 257, 173, 250, 8, 58, 8, 38)>	Q_Data<(0, 0, 0, 79, 63, 56, 0, 0, 0, 0, 0, 0, 107, 47, 0, 0, 63, 60, 97, 141, 80, 63, 55, 16, 16, 0, 0, 0, 0, 0, 0, 0, 41, 53, 22, 36, 25, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4262676375991525, y=-0.899776276272438, z=0.09094197881196123, w=-0.0206908260518489)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.017777777777777778, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.05, z=-0.07)>	COMP<103>
[1740780420.5566585]	Q_Header<(2621443, 58027, 257, 173, 250, 8, 58, 9, 35)>	Q_Data<(0, 0, 0, 76, 78, 79, 0, 62, 0, 0, 0, 0, 97, 42, 0, 0, 48, 50, 119, 185, 111, 51, 55, 12, 20, 0, 0, 0, 0, 0, 0, 13, 31, 37, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4262676375991525, y=-0.899776276272438, z=0.09094197881196123, w=-0.0206908260518489)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.017777777777777778, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.05, z=-0.07)>	COMP<103>
[1740780420.5669851]	Q_Header<(2621443, 58028, 257, 173, 250, 8, 58, 10, 27)>	Q_Data<(0, 0, 0, 72, 81, 84, 72, 68, 0, 0, 0, 0, 91, 0, 0, 0, 41, 56, 129, 232, 174, 83, 62, 9, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4262676375991525, y=-0.899776276272438, z=0.09094197881196123, w=-0.0206908260518489)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=0.017777777777777778, z=0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.03, y=-0.05, z=-0.07)>	COMP<103>
