[1740779720.5700905]	Q_Header<(2621443, 53554, 257, 173, 250, 8, 58, 0, 36)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 193, 159, 173, 253, 253, 253, 251, 135, 82, 138, 217, 253, 253, 193, 71, 35, 33, 0, 24, 0, 0, 0, 0, 0, 0, 0, 23, 35, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6954930845143468, y=-0.7128880409940824, z=0.045409991652362786, w=0.07757540240611976)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=0.02, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.13, z=-0.14)>	COMP<194>
[1740779720.5801044]	Q_Header<(2621443, 53555, 257, 173, 250, 8, 58, 1, 37)>	Q_Data<(0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 102, 195, 253, 253, 253, 253, 199, 53, 79, 83, 194, 253, 253, 234, 150, 72, 12, 22, 0, 5, 0, 0, 0, 0, 0, 43, 90, 108, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6957213979412253, y=-0.7126887239020693, z=0.04504275740684483, w=0.07757363775623277)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.016666666666666666, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.05)>	COMP<191>
[1740779720.5900817]	Q_Header<(2621443, 53556, 257, 173, 250, 8, 58, 2, 40)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 204, 199, 253, 253, 253, 253, 226, 201, 103, 70, 59, 138, 224, 218, 253, 253, 145, 30, 78, 52, 0, 0, 0, 0, 24, 45, 145, 229, 253, 186, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6957213979412253, y=-0.7126887239020693, z=0.04504275740684483, w=0.07757363775623277)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.016666666666666666, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.05)>	COMP<191>
[1740779720.6000705]	Q_Header<(2621443, 53557, 257, 173, 250, 8, 58, 3, 44)>	Q_Data<(0, 0, 49, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 110, 201, 253, 253, 253, 171, 253, 183, 223, 183, 85, 50, 95, 133, 154, 253, 253, 180, 19, 94, 65, 22, 0, 12, 5, 23, 59, 253, 253, 253, 253, 107, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6957213979412253, y=-0.7126887239020693, z=0.04504275740684483, w=0.07757363775623277)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=0.016666666666666666, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.12, z=-0.05)>	COMP<191>
[1740779720.610147]	Q_Header<(2621443, 53558, 257, 173, 250, 8, 58, 4, 46)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 208, 253, 253, 130, 253, 253, 206, 195, 227, 88, 33, 68, 83, 125, 253, 253, 194, 60, 83, 39, 0, 0, 0, 0, 26, 83, 253, 253, 253, 253, 120, 45, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6959735795018177, y=-0.7124528276352468, z=0.04498224397902654, w=0.07751350047946229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.006666666666666667, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=0.0)>	COMP<196>
[1740779720.62014]	Q_Header<(2621443, 53559, 257, 173, 250, 8, 58, 5, 48)>	Q_Data<(0, 0, 61, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 202, 239, 198, 253, 253, 253, 230, 189, 172, 122, 81, 12, 64, 108, 253, 253, 253, 155, 78, 0, 0, 0, 0, 34, 53, 85, 218, 253, 253, 253, 86, 32, 14, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6959735795018177, y=-0.7124528276352468, z=0.04498224397902654, w=0.07751350047946229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.006666666666666667, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=0.0)>	COMP<196>
[1740779720.630053]	Q_Header<(2621443, 53560, 257, 173, 250, 8, 58, 6, 43)>	Q_Data<(0, 0, 61, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 200, 193, 212, 253, 253, 253, 224, 253, 107, 210, 111, 82, 97, 188, 253, 253, 253, 213, 84, 35, 28, 0, 16, 120, 141, 211, 176, 253, 253, 187, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6959735795018177, y=-0.7124528276352468, z=0.04498224397902654, w=0.07751350047946229)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=0.006666666666666667, z=0.016666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.13, z=0.0)>	COMP<196>
[1740779720.6411955]	Q_Header<(2621443, 53561, 257, 173, 250, 8, 58, 7, 42)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 204, 177, 247, 253, 253, 253, 139, 253, 156, 228, 126, 113, 103, 226, 253, 253, 253, 197, 103, 35, 37, 0, 48, 190, 220, 234, 253, 96, 156, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6961587595085993, y=-0.712271850207378, z=0.044982378200757296, w=0.07751373177064011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.0011111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.05)>	COMP<196>
[1740779720.650122]	Q_Header<(2621443, 53562, 257, 173, 250, 8, 58, 8, 48)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 239, 186, 253, 253, 253, 251, 142, 179, 146, 236, 215, 169, 75, 221, 253, 253, 253, 146, 123, 50, 45, 4, 67, 223, 253, 173, 232, 74, 45, 64, 0, 0, 0, 0, 0, 34, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6961587595085993, y=-0.712271850207378, z=0.044982378200757296, w=0.07751373177064011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.0011111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.05)>	COMP<196>
[1740779720.6598315]	Q_Header<(2621443, 53563, 257, 173, 250, 8, 58, 9, 51)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 240, 162, 253, 253, 253, 157, 221, 123, 123, 253, 253, 253, 129, 189, 253, 253, 253, 174, 139, 63, 54, 36, 61, 200, 247, 67, 151, 35, 0, 62, 15, 0, 0, 0, 0, 12, 32, 94, 115, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6961587595085993, y=-0.712271850207378, z=0.044982378200757296, w=0.07751373177064011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.0011111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.05)>	COMP<196>
[1740779720.670034]	Q_Header<(2621443, 53564, 257, 173, 250, 8, 58, 10, 52)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 251, 136, 242, 253, 253, 232, 225, 84, 182, 253, 253, 253, 156, 161, 247, 205, 66, 185, 153, 38, 86, 68, 59, 138, 173, 13, 35, 0, 0, 0, 8, 0, 0, 0, 0, 50, 74, 161, 187, 47, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6961587595085993, y=-0.712271850207378, z=0.044982378200757296, w=0.07751373177064011)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.0011111111111111111, z=0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.05, y=-0.13, z=-0.05)>	COMP<196>
