[1740780080.5034797]	Q_Header<(2621443, 24018, 257, 173, 250, 8, 58, 0, 53)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 161, 253, 253, 253, 253, 220, 217, 253, 135, 91, 85, 54, 84, 47, 24, 20, 6, 10, 7, 73, 148, 253, 194, 183, 161, 207, 102, 76, 0, 0, 82, 119, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 40, 0, 42, 75, 91, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32738945286173843, y=-0.9408479522490115, z=0.08642495623643207, w=-0.012328983869886496)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.014444444444444444, y=-0.051111111111111114, z=-0.09)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=0.07)>	COMP<159>
[1740780080.5127542]	Q_Header<(2621443, 24019, 257, 173, 250, 8, 58, 1, 53)>	Q_Data<(0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 171, 253, 253, 253, 253, 249, 232, 253, 223, 147, 157, 123, 108, 156, 139, 51, 0, 21, 0, 8, 81, 170, 128, 80, 253, 253, 200, 75, 37, 0, 54, 90, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 61, 0, 4, 85, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32867220126315677, y=-0.9403626007170763, z=0.08673039888485529, w=-0.013061439381674195)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.05555555555555555, z=-0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.16, z=0.12)>	COMP<157>
[1740780080.5253694]	Q_Header<(2621443, 24020, 257, 173, 250, 8, 58, 2, 54)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 187, 253, 253, 253, 253, 253, 240, 253, 253, 181, 232, 204, 179, 253, 244, 102, 31, 0, 0, 0, 28, 120, 113, 168, 253, 253, 253, 10, 52, 0, 0, 35, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 119, 120, 0, 0, 94, 156, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32867220126315677, y=-0.9403626007170763, z=0.08673039888485529, w=-0.013061439381674195)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.05555555555555555, z=-0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.16, z=0.12)>	COMP<157>
[1740780080.534791]	Q_Header<(2621443, 24021, 257, 173, 250, 8, 58, 3, 56)>	Q_Data<(0, 0, 54, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 183, 253, 253, 253, 253, 253, 253, 253, 253, 244, 253, 253, 234, 253, 253, 103, 52, 0, 0, 0, 0, 70, 83, 158, 253, 253, 253, 96, 51, 0, 0, 0, 59, 100, 43, 21, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 112, 128, 74, 0, 98, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.32867220126315677, y=-0.9403626007170763, z=0.08673039888485529, w=-0.013061439381674195)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.025555555555555557, y=-0.05555555555555555, z=-0.08888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.16, z=0.12)>	COMP<157>
[1740780080.5427082]	Q_Header<(2621443, 24022, 257, 173, 250, 8, 58, 4, 50)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 154, 220, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 216, 213, 253, 173, 19, 28, 0, 0, 0, 31, 44, 83, 253, 253, 253, 97, 62, 0, 0, 0, 54, 94, 47, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 77, 69, 15, 69, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33031162252891405, y=-0.9397280214482058, z=0.08721642804763824, w=-0.014098666815258527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.05555555555555555, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.21)>	COMP<160>
[1740780080.5535967]	Q_Header<(2621443, 24023, 257, 173, 250, 8, 58, 5, 52)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 122, 205, 253, 253, 231, 253, 253, 253, 253, 253, 253, 188, 141, 69, 253, 197, 91, 35, 24, 0, 0, 0, 50, 96, 190, 253, 253, 62, 58, 0, 0, 0, 41, 68, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 61, 38, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33031162252891405, y=-0.9397280214482058, z=0.08721642804763824, w=-0.014098666815258527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.05555555555555555, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.21)>	COMP<160>
[1740780080.562874]	Q_Header<(2621443, 24024, 257, 173, 250, 8, 58, 6, 48)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 106, 214, 176, 226, 253, 253, 253, 253, 253, 253, 196, 244, 253, 253, 200, 142, 114, 49, 46, 0, 22, 19, 19, 45, 111, 253, 247, 0, 49, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 53, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33031162252891405, y=-0.9397280214482058, z=0.08721642804763824, w=-0.014098666815258527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.05555555555555555, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.21)>	COMP<160>
[1740780080.5743227]	Q_Header<(2621443, 24025, 257, 173, 250, 8, 58, 7, 47)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 202, 114, 253, 253, 245, 253, 253, 253, 253, 176, 253, 253, 253, 177, 253, 117, 29, 59, 52, 0, 28, 0, 0, 57, 163, 144, 18, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 78, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.33031162252891405, y=-0.9397280214482058, z=0.08721642804763824, w=-0.014098666815258527)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03333333333333333, y=-0.05555555555555555, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.21)>	COMP<160>
[1740780080.582827]	Q_Header<(2621443, 24026, 257, 173, 250, 8, 58, 8, 42)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 56, 185, 218, 253, 253, 245, 253, 253, 253, 253, 199, 253, 253, 253, 253, 253, 253, 159, 73, 0, 0, 0, 0, 0, 34, 88, 73, 20, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3314816946473539, y=-0.9392693424651315, z=0.08758538608340137, w=-0.014892567389790895)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.056666666666666664, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.24)>	COMP<160>
[1740780080.5928526]	Q_Header<(2621443, 24027, 257, 173, 250, 8, 58, 9, 37)>	Q_Data<(0, 0, 67, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 198, 253, 253, 253, 253, 253, 253, 253, 226, 215, 253, 253, 253, 253, 242, 253, 253, 160, 90, 60, 0, 47, 0, 35, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3314816946473539, y=-0.9392693424651315, z=0.08758538608340137, w=-0.014892567389790895)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.056666666666666664, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.24)>	COMP<160>
[1740780080.602786]	Q_Header<(2621443, 24028, 257, 173, 250, 8, 58, 10, 47)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 212, 253, 253, 253, 253, 253, 253, 232, 221, 217, 253, 253, 253, 166, 253, 253, 253, 253, 201, 146, 31, 77, 49, 66, 75, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 66, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3314816946473539, y=-0.9392693424651315, z=0.08758538608340137, w=-0.014892567389790895)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03777777777777778, y=-0.056666666666666664, z=-0.07888888888888888)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.24)>	COMP<160>
