[1740779336.0372562]	Q_Header<(2621443, 15054, 257, 173, 250, 8, 58, 0, 38)>	Q_Data<(0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24, 18, 0, 0, 13, 0, 0, 0, 0, 15, 0, 0, 0, 0, 81, 180, 253, 253, 217, 253, 253, 253, 160, 188, 193, 73, 79, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9829195850717695, y=-0.15728910647851155, z=0.01715104343052454, w=-0.09399504228828397)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.04666666666666667, z=-0.09666666666666666)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.26, y=-0.02, z=0.0)>	COMP<26>
[1740779336.0473604]	Q_Header<(2621443, 15055, 257, 173, 250, 8, 58, 1, 38)>	Q_Data<(0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 12, 0, 24, 40, 113, 253, 253, 245, 253, 253, 253, 253, 253, 253, 175, 159, 38, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 27, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9831694894230057, y=-0.15588619791323297, z=0.0169680356381671, w=-0.0937514487058441)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.03333333333333333, z=-0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.26, y=-0.01, z=0.02)>	COMP<32>
[1740779336.057389]	Q_Header<(2621443, 15056, 257, 173, 250, 8, 58, 2, 45)>	Q_Data<(0, 0, 18, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 27, 25, 31, 19, 22, 20, 0, 0, 0, 0, 23, 16, 0, 0, 0, 64, 200, 231, 215, 253, 253, 253, 253, 253, 253, 219, 205, 108, 95, 0, 0, 0, 0, 0, 0, 0, 10, 11, 59, 34, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9831694894230057, y=-0.15588619791323297, z=0.0169680356381671, w=-0.0937514487058441)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.03333333333333333, z=-0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.26, y=-0.01, z=0.02)>	COMP<32>
[1740779336.0674217]	Q_Header<(2621443, 15057, 257, 173, 250, 8, 58, 3, 53)>	Q_Data<(0, 0, 57, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 32, 41, 8, 0, 0, 12, 25, 0, 0, 22, 34, 0, 0, 0, 0, 141, 162, 253, 253, 253, 253, 253, 253, 253, 200, 182, 132, 87, 45, 0, 0, 0, 25, 0, 0, 0, 34, 28, 40, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9831694894230057, y=-0.15588619791323297, z=0.0169680356381671, w=-0.0937514487058441)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.03333333333333333, z=-0.09444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.26, y=-0.01, z=0.02)>	COMP<32>
[1740779336.0773451]	Q_Header<(2621443, 15058, 257, 173, 250, 8, 58, 4, 43)>	Q_Data<(0, 0, 58, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 36, 28, 0, 17, 10, 0, 0, 0, 28, 10, 0, 0, 0, 18, 93, 83, 251, 253, 253, 253, 253, 253, 253, 177, 126, 120, 64, 55, 0, 0, 0, 0, 0, 0, 0, 0, 38, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834821112674039, y=-0.15405628057090098, z=0.016907127463605218, w=-0.09350801182037254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.03111111111111111, z=-0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.24, y=-0.04, z=-0.08)>	COMP<32>
[1740779336.0873165]	Q_Header<(2621443, 15059, 257, 173, 250, 8, 58, 5, 35)>	Q_Data<(0, 0, 58, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 38, 13, 0, 0, 22, 5, 0, 0, 22, 0, 9, 0, 18, 0, 39, 89, 253, 253, 253, 253, 253, 253, 253, 183, 111, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834821112674039, y=-0.15405628057090098, z=0.016907127463605218, w=-0.09350801182037254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.03111111111111111, z=-0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.24, y=-0.04, z=-0.08)>	COMP<32>
[1740779336.097236]	Q_Header<(2621443, 15060, 257, 173, 250, 8, 58, 6, 35)>	Q_Data<(0, 0, 58, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 16, 23, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 114, 253, 253, 253, 253, 253, 214, 168, 150, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9834821112674039, y=-0.15405628057090098, z=0.016907127463605218, w=-0.09350801182037254)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=-0.03111111111111111, z=-0.09111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.24, y=-0.04, z=-0.08)>	COMP<32>
[1740779336.1076488]	Q_Header<(2621443, 15061, 257, 173, 250, 8, 58, 7, 27)>	Q_Data<(0, 0, 59, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 96, 253, 253, 253, 253, 253, 128, 98, 77, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9837023160219556, y=-0.1527707946269749, z=0.01678464583396648, w=-0.09332263083685363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.04, z=0.01)>	COMP<32>
[1740779336.1174955]	Q_Header<(2621443, 15062, 257, 173, 250, 8, 58, 8, 30)>	Q_Data<(0, 0, 60, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27, 14, 20, 0, 12, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 211, 253, 253, 253, 253, 146, 0, 12, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9837023160219556, y=-0.1527707946269749, z=0.01678464583396648, w=-0.09332263083685363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.04, z=0.01)>	COMP<32>
[1740779336.127373]	Q_Header<(2621443, 15063, 257, 173, 250, 8, 58, 9, 32)>	Q_Data<(0, 0, 61, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 30, 31, 0, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 204, 253, 253, 253, 222, 83, 48, 40, 0, 37, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9837023160219556, y=-0.1527707946269749, z=0.01678464583396648, w=-0.09332263083685363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.04, z=0.01)>	COMP<32>
[1740779336.1373532]	Q_Header<(2621443, 15064, 257, 173, 250, 8, 58, 10, 33)>	Q_Data<(0, 0, 61, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 10, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 54, 134, 253, 253, 253, 253, 133, 20, 117, 18, 56, 32, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.9837023160219556, y=-0.1527707946269749, z=0.01678464583396648, w=-0.09332263083685363)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.024444444444444446, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.2, y=-0.04, z=0.01)>	COMP<32>
