[1740779878.031174]	Q_Header<(2621443, 3768, 257, 173, 250, 8, 58, 0, 43)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 210, 253, 253, 253, 253, 198, 205, 143, 248, 253, 253, 253, 146, 114, 91, 75, 38, 32, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 45, 33, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.18017991300736064, y=-0.9795756855877814, z=0.08337593535503206, w=0.03186108217813084)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.012222222222222223, y=-0.05444444444444444, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.12, z=0.15)>	COMP<165>
[1740779878.0418108]	Q_Header<(2621443, 3769, 257, 173, 250, 8, 58, 1, 40)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 96, 253, 253, 253, 253, 253, 122, 147, 182, 253, 253, 253, 253, 213, 137, 103, 46, 40, 0, 0, 0, 24, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 63, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17944509176239393, y=-0.9796847509789743, z=0.08386311431344531, w=0.03137237318567023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.044444444444444446, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.27)>	COMP<164>
[1740779878.0512412]	Q_Header<(2621443, 3770, 257, 173, 250, 8, 58, 2, 38)>	Q_Data<(0, 0, 21, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 233, 253, 253, 253, 253, 253, 136, 230, 147, 253, 253, 253, 253, 253, 116, 128, 26, 46, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 46, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17944509176239393, y=-0.9796847509789743, z=0.08386311431344531, w=0.03137237318567023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.044444444444444446, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.27)>	COMP<164>
[1740779878.0630264]	Q_Header<(2621443, 3771, 257, 173, 250, 8, 58, 3, 37)>	Q_Data<(0, 0, 60, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 250, 253, 253, 253, 253, 253, 142, 253, 217, 253, 253, 253, 253, 253, 120, 132, 0, 53, 48, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 24, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17944509176239393, y=-0.9796847509789743, z=0.08386311431344531, w=0.03137237318567023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.044444444444444446, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.27)>	COMP<164>
[1740779878.0711522]	Q_Header<(2621443, 3772, 257, 173, 250, 8, 58, 4, 29)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 192, 253, 253, 253, 138, 242, 170, 253, 253, 253, 253, 253, 253, 253, 249, 138, 57, 84, 71, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17944509176239393, y=-0.9796847509789743, z=0.08386311431344531, w=0.03137237318567023)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01, y=-0.044444444444444446, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.13, z=0.27)>	COMP<164>
[1740779878.0812414]	Q_Header<(2621443, 3773, 257, 173, 250, 8, 58, 5, 34)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 180, 253, 253, 253, 216, 252, 149, 253, 253, 253, 253, 253, 253, 253, 253, 194, 67, 118, 84, 0, 14, 13, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17876909703480984, y=-0.9797816028336641, z=0.08428819494881269, w=0.031066394807346603)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.03222222222222222, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.28)>	COMP<165>
[1740779878.0911915]	Q_Header<(2621443, 3774, 257, 173, 250, 8, 58, 6, 37)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 243, 216, 253, 234, 238, 253, 160, 253, 253, 253, 214, 253, 253, 253, 253, 253, 119, 44, 18, 30, 0, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17876909703480984, y=-0.9797816028336641, z=0.08428819494881269, w=0.031066394807346603)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.03222222222222222, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.28)>	COMP<165>
[1740779878.1011913]	Q_Header<(2621443, 3775, 257, 173, 250, 8, 58, 7, 34)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 251, 162, 253, 253, 253, 253, 253, 162, 253, 253, 249, 229, 253, 253, 253, 253, 200, 186, 123, 48, 26, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17876909703480984, y=-0.9797816028336641, z=0.08428819494881269, w=0.031066394807346603)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.013333333333333334, y=-0.03222222222222222, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.28)>	COMP<165>
[1740779878.111242]	Q_Header<(2621443, 3776, 257, 173, 250, 8, 58, 8, 43)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 249, 157, 253, 253, 253, 253, 251, 167, 253, 235, 253, 196, 244, 253, 253, 253, 253, 253, 253, 88, 0, 13, 38, 0, 18, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17785526164856688, y=-0.9799129120685455, z=0.08471623307076556, w=0.031005653025899787)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.22)>	COMP<165>
[1740779878.1212852]	Q_Header<(2621443, 3777, 257, 173, 250, 8, 58, 9, 44)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 195, 207, 253, 253, 253, 253, 164, 159, 253, 253, 253, 173, 143, 208, 253, 243, 253, 253, 253, 169, 83, 66, 76, 0, 36, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17785526164856688, y=-0.9799129120685455, z=0.08471623307076556, w=0.031005653025899787)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.22)>	COMP<165>
[1740779878.1313784]	Q_Header<(2621443, 3778, 257, 173, 250, 8, 58, 10, 52)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 159, 231, 183, 202, 253, 253, 253, 193, 242, 224, 238, 113, 102, 226, 225, 99, 253, 253, 253, 222, 142, 83, 85, 0, 28, 0, 0, 0, 0, 72, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 127, 107, 7, 46, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.17785526164856688, y=-0.9799129120685455, z=0.08471623307076556, w=0.031005653025899787)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.006666666666666667, y=-0.014444444444444444, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.15, z=0.22)>	COMP<165>
