[1740780085.5028293]	Q_Header<(2621443, 24518, 257, 173, 250, 8, 58, 0, 56)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 55, 145, 195, 103, 226, 253, 253, 253, 253, 253, 188, 253, 253, 166, 187, 165, 143, 232, 253, 201, 97, 77, 21, 0, 30, 60, 72, 141, 145, 107, 46, 18, 97, 63, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 143, 204, 139, 94, 141, 172, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5449261004778587, y=-0.8338687706909169, z=0.08123842290950156, w=-0.03344752498452807)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03222222222222222, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.2, z=0.0)>	COMP<168>
[1740780085.5128727]	Q_Header<(2621443, 24519, 257, 173, 250, 8, 58, 1, 59)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 63, 156, 179, 114, 155, 253, 253, 210, 253, 253, 233, 253, 216, 49, 126, 115, 121, 121, 192, 144, 27, 0, 41, 5, 10, 75, 73, 72, 32, 64, 34, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 176, 188, 62, 60, 131, 122, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5455896479815933, y=-0.8334295383363527, z=0.08111518538623308, w=-0.03387428735090998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.03888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.16, z=0.1)>	COMP<168>
[1740780085.5228415]	Q_Header<(2621443, 24520, 257, 173, 250, 8, 58, 2, 58)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 28, 114, 203, 185, 173, 152, 253, 236, 221, 253, 253, 253, 253, 246, 124, 127, 66, 79, 135, 182, 131, 54, 75, 78, 48, 21, 90, 85, 40, 0, 37, 0, 0, 0, 0, 0, 0, 32, 110, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 82, 104, 153, 162, 75, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5455896479815933, y=-0.8334295383363527, z=0.08111518538623308, w=-0.03387428735090998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.03888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.16, z=0.1)>	COMP<168>
[1740780085.5338073]	Q_Header<(2621443, 24521, 257, 173, 250, 8, 58, 3, 60)>	Q_Data<(0, 0, 58, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33, 137, 225, 176, 253, 253, 253, 250, 253, 253, 253, 253, 253, 170, 135, 108, 103, 126, 165, 223, 167, 65, 144, 144, 78, 0, 96, 91, 29, 21, 0, 0, 0, 49, 82, 0, 65, 132, 222, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 106, 114, 113, 129, 90, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5455896479815933, y=-0.8334295383363527, z=0.08111518538623308, w=-0.03387428735090998)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.03888888888888889, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.16, z=0.1)>	COMP<168>
[1740780085.5430608]	Q_Header<(2621443, 24522, 257, 173, 250, 8, 58, 4, 61)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 164, 204, 146, 253, 253, 253, 231, 253, 253, 253, 253, 252, 193, 78, 110, 130, 221, 253, 253, 188, 57, 199, 196, 116, 0, 81, 75, 0, 0, 0, 0, 28, 52, 84, 16, 117, 197, 253, 243, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 96, 32, 74, 98, 81, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5464633519275462, y=-0.8328484795098143, z=0.08099596425866791, w=-0.03436377383393371)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.11)>	COMP<168>
[1740780085.5528784]	Q_Header<(2621443, 24523, 257, 173, 250, 8, 58, 5, 66)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 95, 225, 191, 177, 253, 249, 159, 198, 132, 253, 253, 253, 164, 253, 122, 122, 139, 253, 253, 253, 174, 35, 219, 222, 141, 18, 63, 29, 0, 10, 0, 0, 27, 91, 133, 128, 136, 210, 253, 234, 51, 0, 0, 0, 0, 0, 0, 0, 0, 38, 27, 109, 112, 11, 68, 80, 46, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5464633519275462, y=-0.8328484795098143, z=0.08099596425866791, w=-0.03436377383393371)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.11)>	COMP<168>
[1740780085.5635757]	Q_Header<(2621443, 24524, 257, 173, 250, 8, 58, 6, 62)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 88, 233, 204, 253, 253, 253, 253, 253, 169, 253, 253, 253, 187, 253, 207, 163, 123, 253, 253, 200, 127, 51, 211, 209, 132, 52, 70, 0, 44, 0, 0, 0, 79, 232, 253, 253, 191, 168, 238, 170, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 95, 46, 77, 57, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5464633519275462, y=-0.8328484795098143, z=0.08099596425866791, w=-0.03436377383393371)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.11)>	COMP<168>
[1740780085.5727966]	Q_Header<(2621443, 24525, 257, 173, 250, 8, 58, 7, 67)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 105, 170, 160, 253, 253, 253, 253, 253, 170, 253, 192, 253, 104, 220, 239, 182, 76, 253, 253, 125, 94, 74, 181, 164, 102, 53, 90, 40, 72, 0, 8, 0, 127, 253, 253, 253, 253, 152, 120, 69, 67, 0, 26, 0, 40, 61, 71, 0, 0, 0, 0, 36, 64, 51, 19, 50, 0, 52, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.5464633519275462, y=-0.8328484795098143, z=0.08099596425866791, w=-0.03436377383393371)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.04, z=-0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=0.11)>	COMP<168>
[1740780085.5829022]	Q_Header<(2621443, 24526, 257, 173, 250, 8, 58, 8, 69)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 119, 120, 99, 253, 253, 187, 253, 253, 183, 253, 253, 253, 87, 169, 244, 199, 38, 205, 191, 62, 62, 73, 138, 140, 14, 81, 18, 121, 97, 93, 24, 0, 129, 253, 253, 253, 253, 176, 62, 0, 58, 0, 0, 0, 72, 128, 122, 0, 0, 0, 0, 0, 24, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.547130876829392, y=-0.8324153166219599, z=0.08081228033490798, w=-0.03466871240953756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03333333333333333, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=0.07)>	COMP<171>
[1740780085.5927722]	Q_Header<(2621443, 24527, 257, 173, 250, 8, 58, 9, 59)>	Q_Data<(0, 0, 67, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 112, 149, 225, 253, 203, 253, 253, 253, 210, 253, 253, 253, 172, 138, 232, 203, 0, 126, 107, 38, 46, 70, 108, 172, 199, 38, 178, 198, 120, 176, 33, 0, 91, 253, 253, 253, 253, 144, 57, 0, 0, 22, 0, 0, 87, 153, 150, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.547130876829392, y=-0.8324153166219599, z=0.08081228033490798, w=-0.03466871240953756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03333333333333333, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=0.07)>	COMP<171>
[1740780085.6028488]	Q_Header<(2621443, 24528, 257, 173, 250, 8, 58, 10, 66)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 99, 154, 253, 250, 253, 253, 253, 253, 163, 253, 253, 253, 178, 110, 189, 159, 0, 63, 17, 55, 58, 74, 124, 253, 253, 209, 253, 194, 207, 228, 40, 0, 31, 212, 253, 253, 224, 80, 10, 0, 0, 0, 0, 0, 67, 123, 142, 73, 0, 0, 0, 0, 0, 58, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.547130876829392, y=-0.8324153166219599, z=0.08081228033490798, w=-0.03466871240953756)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.011111111111111112, y=-0.03333333333333333, z=-0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=0.07)>	COMP<171>
