[1740780068.0027237]	Q_Header<(2621443, 22768, 257, 173, 250, 8, 58, 0, 62)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 148, 243, 232, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 152, 56, 65, 149, 221, 184, 202, 77, 203, 253, 203, 78, 20, 98, 73, 48, 0, 0, 34, 74, 109, 106, 62, 111, 147, 204, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 253, 253, 105, 115, 0, 62, 78, 141, 146, 0, 0, 0, 0, 37, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48578009255763577, y=-0.8693870634993044, z=0.08520530333087818, w=-0.03039558815098663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=-0.02666666666666667, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.16, z=-0.03)>	COMP<197>
[1740780068.0127478]	Q_Header<(2621443, 22769, 257, 173, 250, 8, 58, 1, 64)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 211, 253, 231, 253, 253, 201, 176, 187, 253, 253, 253, 241, 197, 116, 129, 59, 191, 253, 192, 161, 0, 208, 253, 236, 115, 0, 41, 51, 35, 0, 0, 38, 126, 189, 186, 115, 98, 132, 191, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 219, 192, 61, 93, 0, 0, 47, 159, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4854835854603193, y=-0.8695856980202626, z=0.08477957005335472, w=-0.030640276577958297)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.01888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=0.01)>	COMP<199>
[1740780068.0227075]	Q_Header<(2621443, 22770, 257, 173, 250, 8, 58, 2, 65)>	Q_Data<(0, 0, 11, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 240, 253, 203, 253, 253, 175, 140, 201, 253, 253, 253, 58, 85, 193, 189, 63, 199, 253, 199, 99, 69, 173, 253, 253, 140, 67, 39, 31, 0, 16, 0, 48, 195, 253, 238, 168, 99, 121, 138, 79, 0, 12, 0, 0, 0, 0, 0, 0, 0, 57, 108, 98, 0, 0, 0, 0, 0, 134, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4854835854603193, y=-0.8695856980202626, z=0.08477957005335472, w=-0.030640276577958297)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.01888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=0.01)>	COMP<199>
[1740780068.0326846]	Q_Header<(2621443, 22771, 257, 173, 250, 8, 58, 3, 64)>	Q_Data<(0, 0, 59, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 249, 253, 185, 253, 253, 146, 231, 253, 253, 253, 253, 137, 148, 238, 244, 77, 147, 244, 167, 46, 70, 136, 247, 230, 91, 117, 93, 44, 0, 0, 0, 33, 242, 253, 253, 253, 184, 118, 110, 0, 0, 0, 0, 0, 57, 19, 0, 0, 0, 0, 0, 22, 48, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4854835854603193, y=-0.8695856980202626, z=0.08477957005335472, w=-0.030640276577958297)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.01888888888888889, z=0.023333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.17, z=0.01)>	COMP<199>
[1740780068.0425892]	Q_Header<(2621443, 22772, 257, 173, 250, 8, 58, 4, 62)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 253, 253, 226, 199, 253, 169, 253, 253, 237, 253, 227, 111, 114, 253, 253, 138, 67, 145, 99, 70, 72, 94, 191, 199, 140, 129, 149, 169, 111, 49, 0, 0, 240, 240, 253, 253, 206, 125, 88, 0, 0, 0, 0, 0, 105, 46, 52, 0, 0, 0, 0, 0, 71, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48516045860979257, y=-0.8697976721157572, z=0.08441022949519979, w=-0.03076121161647194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.01, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.16, z=0.0)>	COMP<198>
[1740780068.0527356]	Q_Header<(2621443, 22773, 257, 173, 250, 8, 58, 5, 66)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 253, 253, 253, 164, 251, 206, 253, 253, 226, 187, 175, 57, 49, 252, 253, 155, 62, 57, 56, 58, 72, 52, 188, 252, 125, 140, 204, 253, 187, 129, 0, 0, 199, 89, 253, 253, 190, 121, 48, 0, 0, 0, 0, 5, 103, 106, 110, 0, 0, 0, 0, 0, 109, 77, 0, 58, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48516045860979257, y=-0.8697976721157572, z=0.08441022949519979, w=-0.03076121161647194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.01, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.16, z=0.0)>	COMP<198>
[1740780068.0627482]	Q_Header<(2621443, 22774, 257, 173, 250, 8, 58, 6, 67)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 253, 253, 253, 208, 216, 253, 163, 253, 238, 154, 179, 117, 106, 175, 231, 122, 33, 25, 76, 0, 124, 99, 236, 253, 253, 253, 253, 253, 199, 168, 0, 39, 133, 145, 253, 249, 138, 93, 12, 0, 0, 0, 0, 0, 60, 90, 81, 0, 0, 0, 0, 0, 83, 51, 0, 75, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48516045860979257, y=-0.8697976721157572, z=0.08441022949519979, w=-0.03076121161647194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.01, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.16, z=0.0)>	COMP<198>
[1740780068.0726843]	Q_Header<(2621443, 22775, 257, 173, 250, 8, 58, 7, 60)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 163, 253, 253, 253, 98, 253, 253, 198, 253, 208, 128, 157, 122, 199, 157, 109, 60, 40, 88, 170, 119, 224, 229, 250, 253, 253, 253, 253, 253, 161, 146, 0, 46, 62, 144, 253, 135, 73, 30, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 20, 0, 0, 16, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.48516045860979257, y=-0.8697976721157572, z=0.08441022949519979, w=-0.03076121161647194)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=-0.01, z=0.021111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.16, z=0.0)>	COMP<198>
[1740780068.0827277]	Q_Header<(2621443, 22776, 257, 173, 250, 8, 58, 8, 55)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 253, 253, 253, 197, 250, 211, 253, 253, 181, 94, 125, 125, 246, 188, 46, 49, 49, 122, 236, 211, 253, 253, 192, 253, 253, 253, 253, 253, 108, 85, 0, 12, 0, 111, 162, 36, 35, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4848081284376002, y=-0.8700056732657123, z=0.0842905735077837, w=-0.030762091997047776)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0022222222222222222, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.02)>	COMP<198>
[1740780068.0926774]	Q_Header<(2621443, 22777, 257, 173, 250, 8, 58, 9, 53)>	Q_Data<(0, 0, 67, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 253, 253, 253, 193, 245, 187, 253, 252, 159, 55, 84, 148, 253, 168, 102, 59, 50, 128, 253, 252, 253, 239, 173, 238, 253, 253, 253, 193, 79, 13, 0, 0, 0, 59, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4848081284376002, y=-0.8700056732657123, z=0.0842905735077837, w=-0.030762091997047776)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0022222222222222222, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.02)>	COMP<198>
[1740780068.1026623]	Q_Header<(2621443, 22778, 257, 173, 250, 8, 58, 10, 54)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 240, 253, 253, 133, 253, 226, 253, 198, 141, 47, 46, 158, 253, 253, 164, 82, 39, 119, 226, 206, 216, 205, 224, 192, 195, 243, 207, 113, 39, 0, 29, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 53, 73, 53, 0, 33, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4848081284376002, y=-0.8700056732657123, z=0.0842905735077837, w=-0.030762091997047776)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.0022222222222222222, z=0.025555555555555557)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.16, z=-0.02)>	COMP<198>
