[1740779888.0312705]	Q_Header<(2621443, 4768, 257, 173, 250, 8, 58, 0, 33)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 161, 138, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 103, 142, 76, 102, 0, 8, 0, 0, 28, 15, 0, 0, 0, 0, 0, 0, 0, 16, 20, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12768263375993863, y=-0.9878925000183397, z=0.08306695246045721, w=0.029418274126333854)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.017777777777777778, y=0.014444444444444444, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.16, z=-0.02)>	COMP<197>
[1740779888.0413492]	Q_Header<(2621443, 4769, 257, 173, 250, 8, 58, 1, 37)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 175, 112, 253, 253, 253, 253, 253, 179, 208, 253, 253, 253, 97, 196, 73, 109, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12798734011431828, y=-0.9878889304198167, z=0.08263941750824366, w=0.02941816782789767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0077777777777777776, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.06)>	COMP<197>
[1740779888.0513036]	Q_Header<(2621443, 4770, 257, 173, 250, 8, 58, 2, 33)>	Q_Data<(0, 0, 16, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 232, 127, 253, 253, 253, 253, 246, 112, 152, 253, 253, 253, 253, 220, 104, 88, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12798734011431828, y=-0.9878889304198167, z=0.08263941750824366, w=0.02941816782789767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0077777777777777776, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.06)>	COMP<197>
[1740779888.0613682]	Q_Header<(2621443, 4771, 257, 173, 250, 8, 58, 3, 36)>	Q_Data<(0, 0, 62, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 252, 77, 253, 253, 253, 239, 217, 168, 116, 253, 253, 253, 253, 152, 98, 0, 44, 42, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12798734011431828, y=-0.9878889304198167, z=0.08263941750824366, w=0.02941816782789767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0077777777777777776, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.06)>	COMP<197>
[1740779888.0712829]	Q_Header<(2621443, 4772, 257, 173, 250, 8, 58, 4, 31)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 238, 227, 253, 253, 253, 222, 233, 253, 253, 253, 253, 253, 253, 253, 253, 125, 70, 66, 51, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12798734011431828, y=-0.9878889304198167, z=0.08263941750824366, w=0.02941816782789767)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.0077777777777777776, z=0.012222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.02, y=-0.17, z=-0.06)>	COMP<197>
[1740779888.0813272]	Q_Header<(2621443, 4773, 257, 173, 250, 8, 58, 5, 34)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 253, 252, 154, 253, 253, 230, 253, 253, 253, 253, 253, 253, 253, 253, 253, 171, 84, 100, 131, 44, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1281715350661762, y=-0.9878973650386325, z=0.08227391869962168, w=0.029357384936586073)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.006666666666666667, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.03)>	COMP<200>
[1740779888.0912783]	Q_Header<(2621443, 4774, 257, 173, 250, 8, 58, 6, 34)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 231, 234, 239, 253, 253, 249, 253, 253, 253, 253, 244, 253, 253, 253, 253, 158, 106, 85, 127, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1281715350661762, y=-0.9878973650386325, z=0.08227391869962168, w=0.029357384936586073)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.006666666666666667, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.03)>	COMP<200>
[1740779888.1013014]	Q_Header<(2621443, 4775, 257, 173, 250, 8, 58, 7, 29)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 148, 230, 253, 253, 253, 253, 253, 210, 203, 253, 253, 200, 253, 253, 253, 137, 177, 141, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.1281715350661762, y=-0.9878973650386325, z=0.08227391869962168, w=0.029357384936586073)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.022222222222222223, y=0.006666666666666667, z=0.011111111111111112)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.01, y=-0.18, z=-0.03)>	COMP<200>
[1740779888.113567]	Q_Header<(2621443, 4776, 257, 173, 250, 8, 58, 8, 36)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 104, 253, 253, 253, 253, 253, 253, 224, 226, 253, 253, 243, 253, 253, 253, 236, 253, 253, 253, 127, 40, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12829503982786905, y=-0.9879084275232581, z=0.08196966626490397, w=0.02929667893310045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.0033333333333333335, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=-0.01)>	COMP<199>
[1740779888.1213245]	Q_Header<(2621443, 4777, 257, 173, 250, 8, 58, 9, 48)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 147, 250, 253, 253, 186, 253, 253, 253, 253, 197, 253, 182, 118, 253, 253, 253, 253, 253, 253, 253, 107, 28, 49, 26, 0, 0, 15, 0, 8, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12829503982786905, y=-0.9879084275232581, z=0.08196966626490397, w=0.02929667893310045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.0033333333333333335, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=-0.01)>	COMP<199>
[1740779888.131596]	Q_Header<(2621443, 4778, 257, 173, 250, 8, 58, 10, 55)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 137, 202, 209, 253, 249, 253, 253, 253, 253, 253, 253, 130, 56, 201, 253, 252, 253, 253, 253, 253, 175, 51, 73, 61, 0, 0, 45, 31, 69, 7, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 33, 97, 97, 87, 30, 85, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.12829503982786905, y=-0.9879084275232581, z=0.08196966626490397, w=0.02929667893310045)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02, y=0.0033333333333333335, z=0.008888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.03, y=-0.18, z=-0.01)>	COMP<199>
