[1740779803.0332098]	Q_Header<(2621443, 61804, 257, 173, 250, 8, 58, 0, 39)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 193, 185, 151, 253, 253, 203, 253, 253, 194, 149, 161, 155, 253, 253, 253, 100, 77, 30, 47, 36, 0, 0, 0, 0, 0, 26, 22, 23, 77, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5566418681560926, y=-0.8259295789351146, z=0.06396498660390187, w=0.06243910428987749)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.01, y=-0.012222222222222223, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.0)>	COMP<172>
[1740779803.0419197]	Q_Header<(2621443, 61805, 257, 173, 250, 8, 58, 1, 42)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 111, 177, 219, 253, 253, 167, 251, 253, 115, 57, 113, 166, 253, 253, 253, 226, 136, 62, 63, 39, 0, 12, 0, 0, 0, 102, 109, 109, 167, 74, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5562725852811726, y=-0.8261691589166066, z=0.06396463346221953, w=0.06256082948356395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0044444444444444444, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.02)>	COMP<173>
[1740779803.0508142]	Q_Header<(2621443, 61806, 257, 173, 250, 8, 58, 2, 44)>	Q_Data<(0, 0, 15, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 77, 168, 253, 253, 253, 240, 253, 200, 91, 45, 106, 213, 235, 253, 253, 253, 181, 56, 47, 39, 0, 30, 0, 0, 51, 181, 195, 192, 253, 142, 52, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5562725852811726, y=-0.8261691589166066, z=0.06396463346221953, w=0.06256082948356395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0044444444444444444, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.02)>	COMP<173>
[1740779803.060828]	Q_Header<(2621443, 61807, 257, 173, 250, 8, 58, 3, 41)>	Q_Data<(0, 0, 55, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 137, 168, 253, 253, 253, 253, 253, 253, 105, 37, 81, 182, 145, 253, 253, 253, 177, 0, 70, 45, 0, 43, 0, 0, 76, 234, 248, 234, 253, 179, 56, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5562725852811726, y=-0.8261691589166066, z=0.06396463346221953, w=0.06256082948356395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0044444444444444444, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.02)>	COMP<173>
[1740779803.070786]	Q_Header<(2621443, 61808, 257, 173, 250, 8, 58, 4, 47)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 210, 214, 253, 253, 253, 253, 253, 253, 141, 80, 62, 124, 57, 242, 181, 248, 102, 29, 18, 49, 0, 6, 0, 31, 99, 252, 253, 218, 253, 164, 39, 0, 0, 0, 0, 0, 0, 39, 0, 16, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5562725852811726, y=-0.8261691589166066, z=0.06396463346221953, w=0.06256082948356395)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=-0.0044444444444444444, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.11, y=-0.11, z=0.02)>	COMP<173>
[1740779803.0808535]	Q_Header<(2621443, 61809, 257, 173, 250, 8, 58, 5, 39)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 230, 208, 253, 253, 253, 253, 253, 253, 170, 179, 97, 86, 37, 139, 146, 88, 74, 150, 177, 42, 20, 0, 30, 0, 129, 249, 223, 156, 188, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5560414840536115, y=-0.8263106049525568, z=0.06396613340155706, w=0.06274540566488612)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.05)>	COMP<175>
[1740779803.090687]	Q_Header<(2621443, 61810, 257, 173, 250, 8, 58, 6, 51)>	Q_Data<(0, 0, 61, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 217, 219, 253, 253, 253, 253, 253, 202, 196, 253, 189, 103, 59, 103, 85, 124, 90, 253, 253, 200, 75, 22, 29, 43, 146, 217, 164, 71, 82, 40, 31, 0, 0, 0, 0, 0, 13, 90, 69, 30, 0, 82, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5560414840536115, y=-0.8263106049525568, z=0.06396613340155706, w=0.06274540566488612)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.05)>	COMP<175>
[1740779803.1007273]	Q_Header<(2621443, 61811, 257, 173, 250, 8, 58, 7, 54)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 195, 212, 253, 253, 223, 253, 253, 108, 216, 253, 253, 146, 53, 79, 48, 147, 122, 253, 253, 253, 135, 60, 0, 89, 116, 147, 107, 0, 0, 0, 0, 5, 100, 73, 0, 0, 88, 186, 170, 93, 46, 121, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5560414840536115, y=-0.8263106049525568, z=0.06396613340155706, w=0.06274540566488612)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0033333333333333335, y=0.0, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.1, z=0.05)>	COMP<175>
[1740779803.1108036]	Q_Header<(2621443, 61812, 257, 173, 250, 8, 58, 8, 67)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 193, 188, 253, 253, 190, 253, 253, 175, 239, 253, 253, 191, 44, 90, 75, 158, 187, 253, 253, 253, 176, 80, 62, 161, 184, 14, 49, 0, 0, 0, 57, 97, 195, 173, 32, 45, 133, 253, 233, 148, 97, 82, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5558265885032886, y=-0.8264464516221621, z=0.06396247554095162, w=0.06286388340379788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.03)>	COMP<175>
[1740779803.1207423]	Q_Header<(2621443, 61813, 257, 173, 250, 8, 58, 9, 57)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 178, 116, 206, 218, 226, 253, 253, 196, 246, 253, 253, 188, 171, 91, 100, 157, 206, 253, 253, 253, 167, 66, 81, 191, 229, 84, 0, 0, 0, 0, 79, 140, 253, 253, 81, 67, 137, 253, 236, 130, 94, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5558265885032886, y=-0.8264464516221621, z=0.06396247554095162, w=0.06286388340379788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.03)>	COMP<175>
[1740779803.1308966]	Q_Header<(2621443, 61814, 257, 173, 250, 8, 58, 10, 61)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 137, 84, 121, 206, 253, 253, 253, 102, 222, 253, 253, 242, 253, 151, 128, 125, 185, 253, 253, 253, 101, 114, 122, 75, 199, 80, 0, 0, 0, 43, 106, 194, 253, 253, 94, 84, 102, 208, 204, 140, 82, 74, 14, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5558265885032886, y=-0.8264464516221621, z=0.06396247554095162, w=0.06286388340379788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0044444444444444444, y=0.0, z=-0.017777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.11, z=0.03)>	COMP<175>
