[1740780435.4652424]	Q_Header<(2621443, 59518, 257, 173, 250, 8, 58, 0, 25)>	Q_Data<(0, 0, 0, 47, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 43, 49, 0, 0, 29, 60, 131, 117, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6189836792973342, y=-0.7803674528958108, z=0.07898283019532101, w=-0.04059009434303592)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.03666666666666667, z=-0.042222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.1, z=-0.01)>	COMP<169>
[1740780435.4753537]	Q_Header<(2621443, 59519, 257, 173, 250, 8, 58, 1, 21)>	Q_Data<(0, 0, 64, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 46, 0, 0, 0, 62, 123, 105, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6197426952339883, y=-0.7798357708296896, z=0.07818499040720298, w=-0.04077093957221825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.03333333333333333, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.06)>	COMP<172>
[1740780435.485254]	Q_Header<(2621443, 59520, 257, 173, 250, 8, 58, 2, 25)>	Q_Data<(0, 0, 59, 37, 71, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 42, 41, 0, 0, 0, 30, 74, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6197426952339883, y=-0.7798357708296896, z=0.07818499040720298, w=-0.04077093957221825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.03333333333333333, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.06)>	COMP<172>
[1740780435.4952095]	Q_Header<(2621443, 59521, 257, 173, 250, 8, 58, 3, 25)>	Q_Data<(0, 0, 0, 77, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 34, 30, 0, 8, 10, 0, 11, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6197426952339883, y=-0.7798357708296896, z=0.07818499040720298, w=-0.04077093957221825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.03333333333333333, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.06)>	COMP<172>
[1740780435.5051687]	Q_Header<(2621443, 59522, 257, 173, 250, 8, 58, 4, 16)>	Q_Data<(0, 0, 0, 79, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 24, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6197426952339883, y=-0.7798357708296896, z=0.07818499040720298, w=-0.04077093957221825)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.027777777777777776, y=-0.03333333333333333, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.06)>	COMP<172>
[1740780435.5152535]	Q_Header<(2621443, 59523, 257, 173, 250, 8, 58, 5, 17)>	Q_Data<(0, 0, 0, 79, 44, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 32, 18, 19, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6203139028653842, y=-0.7794360464027311, z=0.07763842216321644, w=-0.0407723789347709)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.027777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.16)>	COMP<172>
[1740780435.5251913]	Q_Header<(2621443, 59524, 257, 173, 250, 8, 58, 6, 17)>	Q_Data<(0, 0, 0, 72, 73, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 30, 12, 18, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6203139028653842, y=-0.7794360464027311, z=0.07763842216321644, w=-0.0407723789347709)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.027777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.16)>	COMP<172>
[1740780435.535338]	Q_Header<(2621443, 59525, 257, 173, 250, 8, 58, 7, 16)>	Q_Data<(0, 0, 0, 0, 0, 85, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 23, 15, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6203139028653842, y=-0.7794360464027311, z=0.07763842216321644, w=-0.0407723789347709)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.027777777777777776, z=-0.04888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.1, z=-0.16)>	COMP<172>
[1740780435.5452504]	Q_Header<(2621443, 59526, 257, 173, 250, 8, 58, 8, 21)>	Q_Data<(0, 0, 0, 0, 0, 84, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 18, 18, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6209221697353688, y=-0.7790061586879496, z=0.07708883322282226, w=-0.04077224116614827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.02, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.14)>	COMP<168>
[1740780435.5552084]	Q_Header<(2621443, 59527, 257, 173, 250, 8, 58, 9, 20)>	Q_Data<(0, 0, 63, 77, 0, 84, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 31, 0, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6209221697353688, y=-0.7790061586879496, z=0.07708883322282226, w=-0.04077224116614827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.02, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.14)>	COMP<168>
[1740780435.565202]	Q_Header<(2621443, 59528, 257, 173, 250, 8, 58, 10, 22)>	Q_Data<(0, 0, 0, 79, 0, 83, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 18, 14, 25, 8, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.6209221697353688, y=-0.7790061586879496, z=0.07708883322282226, w=-0.04077224116614827)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.023333333333333334, y=-0.02, z=-0.04777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.11, z=-0.14)>	COMP<168>
