[1740779778.0321329]	Q_Header<(2621443, 59304, 257, 173, 250, 8, 58, 0, 48)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 214, 253, 253, 180, 216, 253, 253, 253, 253, 150, 73, 81, 75, 137, 188, 133, 253, 253, 111, 41, 0, 0, 0, 71, 122, 56, 123, 73, 18, 21, 0, 0, 0, 0, 0, 0, 0, 64, 103, 37, 63, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6785033271798049, y=-0.7287334466606882, z=0.04968082291304859, w=0.07818321148847081)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=0.0022222222222222222, z=0.051111111111111114)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.03)>	COMP<183>
[1740779778.0409095]	Q_Header<(2621443, 59305, 257, 173, 250, 8, 58, 1, 47)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 191, 253, 253, 253, 253, 253, 253, 253, 253, 116, 145, 40, 78, 165, 253, 219, 253, 253, 210, 113, 32, 0, 0, 77, 130, 36, 77, 43, 0, 0, 25, 35, 0, 0, 0, 0, 0, 111, 148, 81, 117, 93, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6792233468937252, y=-0.7280532064834969, z=0.0498064567815672, w=0.07818881266812203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0022222222222222222, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.04)>	COMP<183>
[1740779778.0505285]	Q_Header<(2621443, 59306, 257, 173, 250, 8, 58, 2, 49)>	Q_Data<(0, 0, 21, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 146, 251, 253, 253, 253, 253, 253, 194, 253, 130, 212, 129, 115, 193, 253, 253, 253, 253, 253, 168, 52, 48, 3, 54, 98, 0, 0, 0, 0, 0, 43, 91, 59, 6, 0, 14, 44, 117, 160, 61, 121, 110, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6792233468937252, y=-0.7280532064834969, z=0.0498064567815672, w=0.07818881266812203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0022222222222222222, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.04)>	COMP<183>
[1740779778.0605402]	Q_Header<(2621443, 59307, 257, 173, 250, 8, 58, 3, 54)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 173, 189, 253, 253, 253, 253, 124, 127, 196, 156, 229, 170, 109, 172, 253, 228, 253, 253, 253, 193, 50, 64, 50, 0, 55, 0, 0, 0, 12, 57, 148, 196, 152, 15, 0, 43, 78, 106, 166, 166, 126, 74, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6792233468937252, y=-0.7280532064834969, z=0.0498064567815672, w=0.07818881266812203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0022222222222222222, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.04)>	COMP<183>
[1740779778.0706708]	Q_Header<(2621443, 59308, 257, 173, 250, 8, 58, 4, 64)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 212, 67, 222, 253, 253, 253, 209, 86, 135, 114, 219, 253, 238, 115, 226, 121, 253, 253, 220, 171, 74, 27, 58, 0, 0, 7, 0, 0, 15, 98, 236, 253, 199, 0, 65, 47, 85, 93, 162, 221, 178, 36, 0, 0, 0, 0, 0, 0, 0, 25, 61, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6792233468937252, y=-0.7280532064834969, z=0.0498064567815672, w=0.07818881266812203)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.006666666666666667, y=0.0022222222222222222, z=0.05)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.1, z=-0.04)>	COMP<183>
[1740779778.0805988]	Q_Header<(2621443, 59309, 257, 173, 250, 8, 58, 5, 64)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 253, 158, 97, 253, 253, 253, 253, 209, 112, 114, 250, 253, 253, 167, 91, 123, 253, 253, 124, 66, 166, 141, 109, 70, 23, 0, 0, 0, 0, 127, 251, 253, 188, 28, 86, 11, 59, 24, 111, 223, 193, 0, 0, 0, 0, 11, 0, 0, 0, 80, 162, 147, 83, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.679805142300501, y=-0.7275343235968731, z=0.04974332833317547, w=0.07800242160711442)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.1)>	COMP<183>
[1740779778.0906491]	Q_Header<(2621443, 59310, 257, 173, 250, 8, 58, 6, 74)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 253, 206, 137, 253, 253, 253, 253, 253, 136, 150, 253, 253, 253, 215, 122, 110, 190, 182, 61, 154, 253, 221, 172, 70, 0, 58, 82, 35, 114, 183, 253, 243, 143, 102, 50, 0, 0, 0, 35, 143, 126, 0, 53, 45, 0, 20, 0, 0, 0, 137, 253, 160, 148, 76, 87, 0, 0, 0, 0, 0, 0, 0, 60, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.679805142300501, y=-0.7275343235968731, z=0.04974332833317547, w=0.07800242160711442)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.1)>	COMP<183>
[1740779778.1006699]	Q_Header<(2621443, 59311, 257, 173, 250, 8, 58, 7, 77)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 253, 238, 223, 253, 253, 253, 253, 207, 215, 123, 253, 253, 253, 253, 148, 99, 102, 69, 95, 218, 253, 253, 217, 82, 0, 100, 150, 109, 185, 192, 224, 207, 192, 253, 196, 122, 49, 50, 0, 53, 85, 0, 97, 13, 37, 0, 0, 0, 0, 199, 253, 253, 117, 113, 149, 47, 0, 0, 21, 28, 0, 133, 253, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.679805142300501, y=-0.7275343235968731, z=0.04974332833317547, w=0.07800242160711442)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.1)>	COMP<183>
[1740779778.1107154]	Q_Header<(2621443, 59312, 257, 173, 250, 8, 58, 8, 87)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 252, 213, 224, 253, 253, 253, 253, 90, 223, 109, 249, 253, 253, 253, 155, 112, 100, 173, 55, 221, 253, 253, 214, 63, 0, 114, 179, 153, 217, 180, 163, 169, 253, 253, 253, 187, 104, 0, 32, 162, 158, 38, 123, 80, 0, 0, 0, 0, 60, 210, 253, 253, 222, 70, 155, 72, 0, 0, 24, 99, 72, 229, 253, 253, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 23, 124, 209, 181, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6803557299781746, y=-0.7270474078675891, z=0.04962135179620131, w=0.07781946314902419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.03)>	COMP<183>
[1740779778.120751]	Q_Header<(2621443, 59313, 257, 173, 250, 8, 58, 9, 85)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 235, 210, 216, 253, 253, 253, 206, 85, 209, 159, 253, 253, 253, 253, 159, 162, 235, 253, 170, 184, 253, 253, 167, 82, 0, 77, 152, 165, 213, 151, 109, 107, 253, 253, 253, 213, 137, 67, 69, 180, 148, 66, 128, 121, 0, 0, 0, 0, 91, 179, 253, 253, 227, 0, 103, 0, 0, 20, 0, 103, 100, 253, 253, 253, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 203, 235, 253, 253, 253, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6803557299781746, y=-0.7270474078675891, z=0.04962135179620131, w=0.07781946314902419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.03)>	COMP<183>
[1740779778.130808]	Q_Header<(2621443, 59314, 257, 173, 250, 8, 58, 10, 86)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 222, 191, 146, 253, 253, 253, 233, 121, 234, 196, 239, 253, 212, 253, 253, 253, 253, 253, 253, 121, 203, 253, 104, 81, 63, 72, 100, 163, 189, 108, 0, 30, 253, 253, 253, 181, 170, 157, 71, 178, 116, 71, 106, 106, 18, 0, 0, 0, 79, 193, 253, 253, 86, 48, 107, 0, 0, 0, 0, 69, 93, 253, 253, 253, 171, 18, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 253, 253, 253, 68, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.6803557299781746, y=-0.7270474078675891, z=0.04962135179620131, w=0.07781946314902419)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=0.0, z=0.052222222222222225)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.04, y=-0.1, z=-0.03)>	COMP<183>
