[1740780060.5025828]	Q_Header<(2621443, 22018, 257, 173, 250, 8, 58, 0, 52)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48, 163, 253, 253, 253, 253, 253, 253, 253, 192, 70, 22, 54, 0, 95, 93, 38, 0, 0, 0, 63, 227, 253, 109, 189, 135, 136, 106, 63, 0, 0, 140, 189, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 16, 93, 0, 71, 0, 110, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31610547488325214, y=-0.9444711562740767, z=0.08892946068833721, w=-0.01196305716878112)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.024444444444444446, z=-0.034444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=-0.04)>	COMP<169>
[1740780060.5126169]	Q_Header<(2621443, 22019, 257, 173, 250, 8, 58, 1, 51)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 132, 253, 253, 253, 253, 253, 253, 253, 230, 144, 111, 141, 99, 187, 198, 0, 0, 0, 0, 28, 103, 139, 103, 170, 201, 200, 192, 101, 23, 0, 110, 145, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 115, 71, 57, 27, 113, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31659436857334455, y=-0.9443508907975297, z=0.08844134182818127, w=-0.012146188422227793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.02666666666666667, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=-0.1)>	COMP<164>
[1740780060.5226216]	Q_Header<(2621443, 22020, 257, 173, 250, 8, 58, 2, 52)>	Q_Data<(0, 0, 20, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 205, 253, 253, 253, 253, 253, 253, 253, 253, 127, 206, 146, 245, 253, 75, 58, 0, 0, 26, 43, 94, 87, 134, 234, 248, 253, 100, 0, 0, 37, 79, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 11, 86, 83, 78, 52, 91, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31659436857334455, y=-0.9443508907975297, z=0.08844134182818127, w=-0.012146188422227793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.02666666666666667, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=-0.1)>	COMP<164>
[1740780060.5330625]	Q_Header<(2621443, 22021, 257, 173, 250, 8, 58, 3, 47)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 166, 253, 253, 253, 253, 253, 253, 253, 253, 253, 108, 241, 154, 253, 253, 72, 93, 0, 0, 21, 20, 76, 66, 89, 203, 253, 253, 89, 0, 0, 0, 0, 19, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 95, 106, 45, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.31659436857334455, y=-0.9443508907975297, z=0.08844134182818127, w=-0.012146188422227793)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=-0.02666666666666667, z=-0.03222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.13, z=-0.1)>	COMP<164>
[1740780060.5432403]	Q_Header<(2621443, 22022, 257, 173, 250, 8, 58, 4, 50)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 196, 253, 143, 91, 253, 253, 253, 253, 253, 253, 211, 249, 85, 208, 246, 104, 109, 49, 40, 0, 0, 16, 0, 40, 124, 246, 253, 70, 0, 0, 0, 0, 10, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 79, 107, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317196053989402, y=-0.9442029931144985, z=0.08782857835111592, w=-0.012389994027294324)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.027777777777777776, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.16)>	COMP<164>
[1740780060.552904]	Q_Header<(2621443, 22023, 257, 173, 250, 8, 58, 5, 52)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 184, 253, 225, 228, 253, 253, 197, 253, 253, 253, 251, 253, 179, 226, 181, 72, 116, 100, 70, 25, 17, 0, 0, 0, 89, 187, 181, 93, 21, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 30, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317196053989402, y=-0.9442029931144985, z=0.08782857835111592, w=-0.012389994027294324)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.027777777777777776, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.16)>	COMP<164>
[1740780060.562538]	Q_Header<(2621443, 22024, 257, 173, 250, 8, 58, 6, 42)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 253, 241, 253, 253, 251, 247, 253, 253, 253, 253, 253, 253, 253, 252, 116, 111, 91, 73, 47, 9, 0, 0, 0, 70, 113, 121, 119, 37, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317196053989402, y=-0.9442029931144985, z=0.08782857835111592, w=-0.012389994027294324)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03, y=-0.027777777777777776, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.11, z=-0.16)>	COMP<164>
[1740780060.5737472]	Q_Header<(2621443, 22025, 257, 173, 250, 8, 58, 7, 40)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 112, 228, 247, 253, 253, 177, 134, 253, 253, 253, 253, 253, 253, 253, 253, 253, 149, 19, 70, 61, 0, 26, 0, 12, 46, 88, 112, 91, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317628235186962, y=-0.9440956075849208, z=0.08740269653876433, w=-0.012512257535228133)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.07)>	COMP<170>
[1740780060.5825849]	Q_Header<(2621443, 22026, 257, 173, 250, 8, 58, 8, 42)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 95, 193, 176, 253, 253, 253, 253, 253, 253, 253, 179, 212, 253, 253, 253, 253, 253, 122, 22, 0, 22, 8, 0, 0, 0, 57, 75, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317628235186962, y=-0.9440956075849208, z=0.08740269653876433, w=-0.012512257535228133)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.07)>	COMP<170>
[1740780060.5925622]	Q_Header<(2621443, 22027, 257, 173, 250, 8, 58, 9, 34)>	Q_Data<(0, 0, 65, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 105, 167, 253, 253, 253, 253, 253, 253, 253, 239, 253, 253, 253, 253, 253, 253, 253, 234, 131, 49, 21, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317628235186962, y=-0.9440956075849208, z=0.08740269653876433, w=-0.012512257535228133)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.07)>	COMP<170>
[1740780060.6025507]	Q_Header<(2621443, 22028, 257, 173, 250, 8, 58, 10, 41)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 231, 253, 253, 253, 253, 253, 253, 115, 253, 253, 197, 253, 253, 253, 253, 253, 253, 253, 87, 64, 45, 13, 13, 43, 77, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.317628235186962, y=-0.9440956075849208, z=0.08740269653876433, w=-0.012512257535228133)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.02666666666666667, y=-0.022222222222222223, z=-0.027777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.12, y=-0.12, z=-0.07)>	COMP<170>
