[1740780083.0028572]	Q_Header<(2621443, 24268, 257, 173, 250, 8, 58, 0, 66)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 101, 154, 169, 230, 242, 253, 253, 253, 222, 250, 253, 175, 232, 118, 188, 164, 70, 94, 106, 8, 0, 55, 61, 32, 91, 123, 79, 110, 201, 137, 103, 9, 170, 253, 253, 253, 253, 182, 0, 0, 33, 0, 0, 0, 0, 67, 72, 0, 0, 0, 0, 0, 45, 33, 63, 9, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44299722215219856, y=-0.8920369801259825, z=0.0860603586710664, w=-0.02484153615540711)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.01888888888888889, y=-0.06666666666666667, z=-0.12111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.15, z=0.07)>	COMP<164>
[1740780083.0128589]	Q_Header<(2621443, 24269, 257, 173, 250, 8, 58, 1, 63)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 137, 188, 193, 190, 253, 253, 253, 253, 131, 185, 155, 161, 180, 82, 130, 129, 51, 50, 29, 55, 11, 87, 51, 170, 253, 253, 205, 253, 253, 188, 119, 42, 156, 253, 253, 253, 253, 136, 0, 0, 0, 0, 0, 0, 0, 64, 70, 0, 0, 0, 0, 0, 50, 52, 68, 49, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44463031631884226, y=-0.8912137102110823, z=0.08593541322950307, w=-0.025634143150846087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.07111111111111111, z=-0.12)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.19)>	COMP<164>
[1740780083.0227575]	Q_Header<(2621443, 24270, 257, 173, 250, 8, 58, 2, 55)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 171, 253, 177, 156, 253, 253, 170, 253, 190, 119, 108, 93, 102, 45, 89, 85, 18, 33, 31, 87, 77, 134, 94, 222, 253, 253, 253, 253, 253, 189, 100, 34, 111, 253, 253, 136, 192, 58, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44463031631884226, y=-0.8912137102110823, z=0.08593541322950307, w=-0.025634143150846087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.07111111111111111, z=-0.12)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.19)>	COMP<164>
[1740780083.0326874]	Q_Header<(2621443, 24271, 257, 173, 250, 8, 58, 3, 51)>	Q_Data<(0, 0, 57, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 195, 253, 208, 187, 253, 253, 143, 253, 253, 60, 90, 32, 84, 70, 106, 72, 26, 0, 67, 141, 157, 156, 141, 199, 253, 253, 253, 253, 253, 144, 38, 18, 55, 166, 170, 107, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44463031631884226, y=-0.8912137102110823, z=0.08593541322950307, w=-0.025634143150846087)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0077777777777777776, y=-0.07111111111111111, z=-0.12)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.11, z=0.19)>	COMP<164>
[1740780083.0428312]	Q_Header<(2621443, 24272, 257, 173, 250, 8, 58, 4, 48)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 181, 253, 253, 253, 253, 253, 180, 253, 253, 76, 86, 84, 116, 128, 187, 105, 52, 0, 128, 245, 231, 231, 160, 253, 253, 253, 253, 253, 253, 88, 0, 0, 0, 94, 130, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44670691061489126, y=-0.890179026003305, z=0.08563052269335872, w=-0.02648870053379735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.06, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.08, z=0.14)>	COMP<163>
[1740780083.0527844]	Q_Header<(2621443, 24273, 257, 173, 250, 8, 58, 5, 57)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 125, 241, 253, 253, 193, 204, 245, 253, 253, 134, 79, 84, 118, 162, 243, 131, 60, 8, 159, 253, 253, 253, 192, 253, 218, 253, 253, 225, 156, 25, 0, 0, 0, 51, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 25, 55, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44670691061489126, y=-0.890179026003305, z=0.08563052269335872, w=-0.02648870053379735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.06, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.08, z=0.14)>	COMP<163>
[1740780083.0627356]	Q_Header<(2621443, 24274, 257, 173, 250, 8, 58, 6, 51)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 130, 209, 253, 253, 253, 253, 253, 253, 253, 145, 72, 65, 111, 127, 243, 133, 51, 28, 150, 252, 253, 253, 243, 253, 253, 218, 210, 62, 69, 0, 14, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 63, 0, 0, 56, 28, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44670691061489126, y=-0.890179026003305, z=0.08563052269335872, w=-0.02648870053379735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.06, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.08, z=0.14)>	COMP<163>
[1740780083.072782]	Q_Header<(2621443, 24275, 257, 173, 250, 8, 58, 7, 54)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 139, 203, 204, 253, 253, 253, 253, 253, 253, 118, 57, 57, 108, 77, 198, 118, 18, 22, 108, 164, 253, 253, 253, 186, 232, 113, 127, 76, 0, 0, 30, 0, 79, 101, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 61, 9, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44670691061489126, y=-0.890179026003305, z=0.08563052269335872, w=-0.02648870053379735)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0011111111111111111, y=-0.06, z=-0.11)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.08, z=0.14)>	COMP<163>
[1740780083.0846546]	Q_Header<(2621443, 24276, 257, 173, 250, 8, 58, 8, 55)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 107, 154, 193, 253, 253, 253, 253, 253, 248, 86, 17, 37, 81, 101, 128, 87, 0, 0, 59, 105, 235, 253, 253, 200, 177, 135, 117, 71, 0, 0, 0, 30, 86, 123, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 47, 61, 44, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44819789774972174, y=-0.8894375277146869, z=0.08539137395504028, w=-0.026978547025109222)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.052222222222222225, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=0.05)>	COMP<163>
[1740780083.0927644]	Q_Header<(2621443, 24277, 257, 173, 250, 8, 58, 9, 56)>	Q_Data<(0, 0, 66, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 117, 236, 253, 253, 253, 253, 167, 149, 75, 35, 53, 43, 84, 52, 60, 33, 0, 13, 72, 138, 253, 253, 253, 226, 91, 109, 44, 0, 0, 0, 86, 114, 95, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 51, 94, 59, 57, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44819789774972174, y=-0.8894375277146869, z=0.08539137395504028, w=-0.026978547025109222)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.052222222222222225, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=0.05)>	COMP<163>
[1740780083.1035688]	Q_Header<(2621443, 24278, 257, 173, 250, 8, 58, 10, 55)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 78, 253, 253, 253, 253, 253, 189, 214, 108, 52, 54, 28, 50, 48, 70, 55, 0, 0, 33, 86, 200, 253, 253, 234, 114, 165, 116, 18, 0, 0, 97, 131, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 98, 62, 40, 59, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.44819789774972174, y=-0.8894375277146869, z=0.08539137395504028, w=-0.026978547025109222)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.014444444444444444, y=-0.052222222222222225, z=-0.10777777777777778)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.13, y=-0.11, z=0.05)>	COMP<163>
