[1740779825.5409288]	Q_Header<(2621443, 64054, 257, 173, 250, 8, 58, 0, 46)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 194, 236, 253, 253, 253, 253, 253, 241, 239, 125, 118, 86, 101, 178, 253, 253, 253, 240, 93, 54, 31, 0, 9, 0, 0, 81, 136, 224, 210, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.524850734800527, y=-0.8465728214540424, z=0.06488153635224564, w=0.060303817418644115)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.011111111111111112, y=-0.017777777777777778, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.05, y=-0.13, z=0.1)>	COMP<198>
[1740779825.5509276]	Q_Header<(2621443, 64055, 257, 173, 250, 8, 58, 1, 51)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 178, 234, 253, 253, 253, 253, 253, 210, 253, 177, 175, 84, 72, 102, 144, 159, 235, 188, 75, 37, 57, 0, 0, 0, 0, 94, 137, 160, 153, 48, 0, 0, 0, 39, 21, 0, 0, 0, 73, 54, 15, 82, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5241064676403447, y=-0.8470419888101438, z=0.06500214138080437, w=0.06005831654339109)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.02, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.04)>	COMP<195>
[1740779825.5636086]	Q_Header<(2621443, 64056, 257, 173, 250, 8, 58, 2, 52)>	Q_Data<(0, 0, 25, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 172, 230, 253, 253, 253, 253, 253, 245, 158, 253, 210, 107, 69, 56, 99, 137, 185, 168, 126, 108, 145, 58, 21, 50, 20, 96, 123, 73, 64, 0, 0, 0, 76, 140, 108, 0, 0, 79, 176, 178, 204, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5241064676403447, y=-0.8470419888101438, z=0.06500214138080437, w=0.06005831654339109)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.02, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.04)>	COMP<195>
[1740779825.5733554]	Q_Header<(2621443, 64057, 257, 173, 250, 8, 58, 3, 48)>	Q_Data<(0, 0, 59, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 148, 187, 253, 253, 253, 253, 253, 253, 253, 253, 253, 128, 89, 84, 52, 70, 152, 162, 168, 217, 224, 77, 44, 81, 47, 74, 93, 0, 0, 0, 0, 68, 185, 242, 183, 28, 0, 101, 201, 253, 253, 243, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5241064676403447, y=-0.8470419888101438, z=0.06500214138080437, w=0.06005831654339109)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0033333333333333335, y=-0.02, z=-0.043333333333333335)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.07, y=-0.13, z=0.04)>	COMP<195>
[1740779825.5817287]	Q_Header<(2621443, 64058, 257, 173, 250, 8, 58, 4, 56)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 100, 73, 150, 199, 253, 253, 253, 253, 253, 253, 253, 88, 184, 184, 110, 81, 149, 164, 196, 253, 253, 76, 0, 84, 74, 68, 51, 0, 0, 0, 0, 130, 253, 253, 188, 32, 33, 83, 176, 253, 253, 253, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5235724454529858, y=-0.8473719118936583, z=0.0650040399169305, w=0.06006007068381184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.01, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.06)>	COMP<195>
[1740779825.5940468]	Q_Header<(2621443, 64059, 257, 173, 250, 8, 58, 5, 60)>	Q_Data<(0, 0, 61, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 108, 180, 113, 229, 253, 253, 253, 253, 253, 253, 253, 177, 253, 253, 212, 129, 149, 168, 210, 253, 227, 55, 75, 80, 79, 54, 0, 0, 0, 0, 56, 163, 253, 253, 122, 30, 0, 58, 151, 249, 253, 253, 127, 0, 0, 0, 0, 0, 0, 0, 0, 22, 128, 0, 113, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5235724454529858, y=-0.8473719118936583, z=0.0650040399169305, w=0.06006007068381184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.01, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.06)>	COMP<195>
[1740779825.6010146]	Q_Header<(2621443, 64060, 257, 173, 250, 8, 58, 6, 74)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 127, 240, 194, 198, 211, 253, 253, 253, 211, 145, 217, 219, 253, 253, 253, 158, 129, 152, 202, 223, 157, 91, 244, 253, 236, 33, 14, 0, 0, 55, 107, 175, 253, 253, 101, 79, 58, 0, 68, 164, 253, 202, 89, 0, 0, 0, 0, 0, 0, 0, 0, 103, 213, 75, 151, 23, 0, 38, 0, 0, 0, 0, 0, 0, 144, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5235724454529858, y=-0.8473719118936583, z=0.0650040399169305, w=0.06006007068381184)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0011111111111111111, y=-0.01, z=-0.044444444444444446)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.1, y=-0.13, z=-0.06)>	COMP<195>
[1740779825.6128492]	Q_Header<(2621443, 64061, 257, 173, 250, 8, 58, 7, 83)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 133, 250, 229, 113, 183, 253, 253, 253, 184, 98, 128, 183, 253, 253, 253, 183, 84, 106, 158, 144, 99, 143, 253, 253, 253, 80, 28, 0, 60, 61, 154, 212, 206, 204, 103, 180, 221, 52, 0, 62, 159, 104, 0, 0, 56, 0, 0, 0, 0, 0, 0, 117, 249, 127, 137, 63, 44, 22, 0, 0, 0, 0, 0, 121, 253, 253, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 187, 108, 28, 21, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5230112797234536, y=-0.8477189478444447, z=0.06494153362419823, w=0.060119746823153436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=0.02)>	COMP<194>
[1740779825.6210387]	Q_Header<(2621443, 64062, 257, 173, 250, 8, 58, 8, 84)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 116, 224, 199, 133, 246, 253, 253, 253, 235, 124, 77, 140, 221, 253, 253, 227, 165, 173, 105, 54, 52, 164, 253, 253, 253, 118, 0, 26, 72, 63, 170, 248, 100, 119, 65, 253, 253, 133, 0, 0, 103, 22, 0, 83, 110, 0, 0, 0, 0, 0, 0, 95, 200, 122, 83, 63, 55, 50, 0, 0, 0, 0, 0, 197, 253, 253, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 253, 241, 167, 170, 96, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5230112797234536, y=-0.8477189478444447, z=0.06494153362419823, w=0.060119746823153436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=0.02)>	COMP<194>
[1740779825.6309493]	Q_Header<(2621443, 64063, 257, 173, 250, 8, 58, 9, 79)>	Q_Data<(0, 0, 65, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 143, 128, 199, 253, 253, 253, 253, 253, 221, 103, 105, 253, 253, 253, 222, 201, 239, 172, 112, 83, 151, 253, 253, 253, 111, 41, 42, 77, 46, 112, 167, 68, 70, 176, 253, 253, 164, 35, 0, 66, 0, 0, 105, 130, 0, 0, 0, 0, 0, 0, 103, 87, 105, 54, 50, 0, 0, 0, 0, 0, 0, 0, 213, 253, 253, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 232, 253, 253, 192, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5230112797234536, y=-0.8477189478444447, z=0.06494153362419823, w=0.060119746823153436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=0.02)>	COMP<194>
[1740779825.640976]	Q_Header<(2621443, 64064, 257, 173, 250, 8, 58, 10, 82)>	Q_Data<(0, 0, 65, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 74, 168, 250, 253, 253, 253, 253, 253, 253, 207, 91, 253, 253, 253, 103, 227, 246, 191, 163, 167, 90, 253, 253, 253, 37, 79, 66, 78, 79, 130, 62, 54, 99, 208, 253, 253, 158, 72, 45, 102, 0, 65, 84, 120, 2, 0, 0, 0, 0, 0, 165, 179, 253, 188, 110, 0, 0, 0, 59, 0, 0, 0, 175, 253, 253, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 253, 253, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.5230112797234536, y=-0.8477189478444447, z=0.06494153362419823, w=0.060119746823153436)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0, y=-0.0011111111111111111, z=-0.04555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.06, y=-0.14, z=0.02)>	COMP<194>
