[1740780050.5025744]	Q_Header<(2621443, 21018, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 158, 208, 253, 253, 253, 253, 137, 176, 139, 65, 40, 100, 237, 230, 123, 64, 0, 63, 121, 125, 253, 253, 253, 115, 146, 124, 85, 56, 34, 27, 130, 162, 118, 0, 18, 40, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 18, 0, 48, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.3464875435554303, y=-0.9336914640322307, z=0.08898693649882287, w=-0.015746659545059192)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.024444444444444446, y=-0.015555555555555555, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.09, z=-0.18)>	COMP<181>
[1740780050.5125763]	Q_Header<(2621443, 21019, 257, 173, 250, 8, 58, 1, 51)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 106, 127, 253, 253, 253, 253, 182, 137, 76, 77, 23, 46, 154, 147, 66, 55, 0, 37, 81, 153, 253, 253, 253, 235, 117, 105, 71, 27, 0, 47, 178, 228, 144, 0, 0, 40, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34534193015830456, y=-0.9341566350429217, z=0.08850226205895044, w=-0.01605247925620963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.01888888888888889, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=-0.13)>	COMP<181>
[1740780050.5226214]	Q_Header<(2621443, 21020, 257, 173, 250, 8, 58, 2, 59)>	Q_Data<(0, 0, 18, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 140, 155, 253, 253, 253, 253, 253, 200, 17, 88, 43, 51, 78, 63, 63, 58, 0, 13, 57, 138, 253, 253, 253, 253, 99, 53, 47, 0, 0, 66, 193, 250, 142, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 13, 29, 0, 0, 0, 40, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34534193015830456, y=-0.9341566350429217, z=0.08850226205895044, w=-0.01605247925620963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.01888888888888889, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=-0.13)>	COMP<181>
[1740780050.533479]	Q_Header<(2621443, 21021, 257, 173, 250, 8, 58, 3, 55)>	Q_Data<(0, 0, 52, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 167, 205, 253, 253, 253, 173, 253, 218, 48, 63, 106, 91, 36, 91, 84, 0, 0, 0, 22, 82, 253, 253, 253, 220, 100, 52, 74, 0, 0, 48, 168, 208, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 25, 0, 0, 0, 0, 0, 16, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34534193015830456, y=-0.9341566350429217, z=0.08850226205895044, w=-0.01605247925620963)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.016666666666666666, y=-0.01888888888888889, z=0.06666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.14, y=-0.09, z=-0.13)>	COMP<181>
[1740780050.5426319]	Q_Header<(2621443, 21022, 257, 173, 250, 8, 58, 4, 54)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 211, 253, 248, 253, 230, 253, 253, 214, 97, 118, 162, 141, 89, 127, 91, 61, 0, 6, 0, 45, 143, 167, 107, 126, 88, 163, 154, 79, 0, 16, 104, 124, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34447715662802725, y=-0.9344949938220632, z=0.08825548697450876, w=-0.016296137636371947)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.012222222222222223, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.08, z=0.02)>	COMP<178>
[1740780050.5525515]	Q_Header<(2621443, 21023, 257, 173, 250, 8, 58, 5, 55)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 212, 253, 171, 233, 217, 253, 253, 179, 215, 253, 198, 175, 181, 165, 139, 70, 39, 0, 0, 0, 38, 66, 0, 27, 173, 187, 72, 104, 43, 0, 32, 46, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 98, 62, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34447715662802725, y=-0.9344949938220632, z=0.08825548697450876, w=-0.016296137636371947)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.012222222222222223, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.08, z=0.02)>	COMP<178>
[1740780050.5626137]	Q_Header<(2621443, 21024, 257, 173, 250, 8, 58, 6, 54)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 176, 253, 169, 104, 162, 253, 253, 239, 221, 253, 237, 239, 239, 215, 129, 85, 58, 14, 0, 0, 27, 65, 16, 50, 222, 212, 166, 175, 67, 15, 0, 40, 0, 4, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34447715662802725, y=-0.9344949938220632, z=0.08825548697450876, w=-0.016296137636371947)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.012222222222222223, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.08, z=0.02)>	COMP<178>
[1740780050.5725534]	Q_Header<(2621443, 21025, 257, 173, 250, 8, 58, 7, 44)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 123, 235, 253, 217, 173, 233, 230, 253, 253, 253, 253, 253, 253, 244, 52, 114, 103, 44, 0, 25, 0, 26, 0, 56, 178, 167, 154, 145, 25, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34447715662802725, y=-0.9344949938220632, z=0.08825548697450876, w=-0.016296137636371947)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.008888888888888889, y=-0.012222222222222223, z=0.06333333333333334)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.17, y=-0.08, z=0.02)>	COMP<178>
[1740780050.5825226]	Q_Header<(2621443, 21026, 257, 173, 250, 8, 58, 8, 37)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 84, 204, 253, 253, 216, 223, 203, 253, 253, 253, 253, 253, 253, 253, 102, 119, 131, 76, 21, 0, 0, 0, 0, 0, 94, 65, 88, 60, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34362835468606767, y=-0.9348156093022757, z=0.08813487462996122, w=-0.01647951256931408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.01, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.06, z=0.12)>	COMP<182>
[1740780050.5925038]	Q_Header<(2621443, 21027, 257, 173, 250, 8, 58, 9, 45)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 39, 159, 253, 253, 253, 148, 253, 253, 253, 245, 253, 253, 253, 253, 253, 79, 113, 103, 86, 62, 0, 0, 8, 7, 0, 41, 27, 54, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34362835468606767, y=-0.9348156093022757, z=0.08813487462996122, w=-0.01647951256931408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.01, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.06, z=0.12)>	COMP<182>
[1740780050.602505]	Q_Header<(2621443, 21028, 257, 173, 250, 8, 58, 10, 48)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 102, 213, 253, 253, 228, 225, 253, 253, 253, 235, 253, 253, 253, 253, 253, 181, 156, 81, 84, 18, 0, 0, 0, 0, 54, 0, 40, 0, 19, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 62, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.34362835468606767, y=-0.9348156093022757, z=0.08813487462996122, w=-0.01647951256931408)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.005555555555555556, y=-0.01, z=0.06111111111111111)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.18, y=-0.06, z=0.12)>	COMP<182>
