[1740779758.0303936]	Q_Header<(2621443, 57304, 257, 173, 250, 8, 58, 0, 72)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 129, 176, 253, 253, 199, 196, 253, 221, 70, 246, 253, 253, 253, 253, 253, 217, 180, 253, 253, 85, 101, 183, 196, 253, 125, 253, 253, 253, 253, 253, 135, 118, 113, 55, 253, 253, 142, 164, 248, 253, 176, 55, 33, 85, 131, 60, 76, 71, 145, 228, 253, 253, 148, 232, 165, 253, 253, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8214672777771852, y=-0.5626797558383142, z=0.02911359621812299, w=0.08795113658347009)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03777777777777778, y=0.006666666666666667, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.14, y=-0.17, z=-0.22)>	COMP<145>
[1740779758.040593]	Q_Header<(2621443, 57305, 257, 173, 250, 8, 58, 1, 77)>	Q_Data<(0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 131, 215, 253, 253, 253, 148, 241, 164, 60, 174, 243, 253, 121, 253, 245, 171, 156, 253, 201, 102, 138, 177, 162, 253, 198, 253, 253, 253, 253, 253, 170, 139, 133, 155, 253, 253, 0, 183, 223, 253, 128, 82, 103, 171, 209, 163, 139, 99, 22, 67, 164, 193, 96, 163, 156, 253, 253, 76, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215295642745174, y=-0.5626806131535494, z=0.028808466146922156, w=0.0874629915011429)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=-0.07)>	COMP<142>
[1740779758.0505073]	Q_Header<(2621443, 57306, 257, 173, 250, 8, 58, 2, 78)>	Q_Data<(0, 0, 18, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 168, 223, 253, 253, 253, 134, 163, 69, 51, 107, 212, 253, 72, 253, 204, 138, 149, 91, 61, 121, 135, 138, 105, 212, 253, 253, 253, 253, 253, 253, 162, 236, 216, 197, 253, 239, 15, 155, 177, 233, 54, 70, 167, 251, 253, 225, 204, 179, 182, 144, 40, 80, 0, 82, 121, 151, 174, 78, 19, 125, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215295642745174, y=-0.5626806131535494, z=0.028808466146922156, w=0.0874629915011429)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=-0.07)>	COMP<142>
[1740779758.0604172]	Q_Header<(2621443, 57307, 257, 173, 250, 8, 58, 3, 78)>	Q_Data<(0, 0, 57, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 177, 202, 244, 253, 253, 212, 110, 56, 81, 90, 189, 250, 60, 207, 175, 135, 65, 74, 43, 121, 121, 110, 149, 207, 253, 253, 253, 253, 253, 253, 253, 253, 253, 215, 218, 139, 122, 120, 77, 99, 55, 17, 137, 217, 253, 253, 253, 211, 253, 208, 47, 0, 0, 0, 69, 50, 60, 163, 133, 196, 177, 0, 0, 0, 0, 0, 0, 0, 0, 29, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 247, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215295642745174, y=-0.5626806131535494, z=0.028808466146922156, w=0.0874629915011429)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=-0.07)>	COMP<142>
[1740779758.0705206]	Q_Header<(2621443, 57308, 257, 173, 250, 8, 58, 4, 83)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 151, 158, 215, 253, 253, 165, 121, 88, 109, 139, 130, 182, 90, 157, 194, 162, 108, 127, 0, 101, 110, 96, 161, 190, 253, 253, 253, 253, 253, 253, 253, 253, 253, 194, 140, 253, 233, 98, 72, 73, 116, 141, 78, 202, 233, 253, 253, 150, 253, 212, 24, 0, 0, 0, 27, 52, 253, 253, 253, 229, 175, 45, 125, 111, 0, 0, 0, 97, 0, 48, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 253, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215295642745174, y=-0.5626806131535494, z=0.028808466146922156, w=0.0874629915011429)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.035555555555555556, y=0.0044444444444444444, z=-0.006666666666666667)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.13, y=-0.15, z=-0.07)>	COMP<142>
[1740779758.08059]	Q_Header<(2621443, 57309, 257, 173, 250, 8, 58, 5, 86)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 105, 102, 204, 253, 253, 253, 154, 146, 192, 187, 114, 192, 160, 143, 219, 178, 103, 132, 88, 73, 77, 54, 139, 227, 215, 253, 253, 253, 253, 253, 253, 253, 253, 155, 196, 253, 253, 45, 70, 88, 142, 190, 16, 188, 231, 253, 253, 98, 199, 162, 26, 0, 0, 0, 0, 151, 253, 253, 253, 253, 128, 168, 253, 250, 0, 37, 88, 209, 91, 93, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 39, 216, 253, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215167292199494, y=-0.5627938900547663, z=0.0284418124677932, w=0.08697335357640625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=-0.09)>	COMP<144>
[1740779758.0905008]	Q_Header<(2621443, 57310, 257, 173, 250, 8, 58, 6, 85)>	Q_Data<(0, 0, 62, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 35, 169, 228, 119, 253, 218, 178, 253, 245, 222, 253, 234, 135, 227, 180, 178, 173, 166, 77, 85, 29, 128, 251, 247, 203, 253, 253, 253, 253, 253, 253, 253, 117, 200, 253, 253, 36, 0, 51, 148, 210, 93, 120, 201, 253, 247, 124, 115, 87, 0, 0, 0, 0, 0, 185, 253, 253, 253, 253, 237, 253, 253, 253, 0, 0, 131, 253, 112, 125, 0, 0, 0, 0, 0, 0, 0, 0, 58, 40, 0, 0, 0, 0, 0, 0, 0, 71, 194, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215167292199494, y=-0.5627938900547663, z=0.0284418124677932, w=0.08697335357640625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=-0.09)>	COMP<144>
[1740779758.1005201]	Q_Header<(2621443, 57311, 257, 173, 250, 8, 58, 7, 84)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 116, 147, 253, 253, 253, 172, 253, 225, 253, 253, 253, 252, 253, 214, 252, 253, 215, 144, 162, 95, 126, 202, 252, 170, 253, 253, 253, 253, 232, 253, 197, 95, 170, 241, 195, 49, 13, 0, 99, 167, 78, 0, 197, 253, 238, 133, 55, 0, 0, 0, 0, 0, 0, 181, 253, 253, 253, 194, 226, 253, 253, 253, 38, 0, 122, 253, 65, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8215167292199494, y=-0.5627938900547663, z=0.0284418124677932, w=0.08697335357640625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.0, z=-0.01)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.08, y=-0.14, z=-0.09)>	COMP<144>
[1740779758.1110733]	Q_Header<(2621443, 57312, 257, 173, 250, 8, 58, 8, 77)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 47, 32, 165, 253, 253, 253, 178, 170, 188, 253, 253, 253, 253, 253, 253, 223, 253, 222, 208, 212, 116, 136, 210, 203, 142, 133, 253, 253, 253, 134, 220, 97, 104, 153, 143, 89, 74, 91, 28, 60, 91, 0, 0, 155, 253, 197, 110, 29, 0, 0, 0, 0, 0, 0, 143, 253, 253, 253, 224, 168, 245, 253, 253, 0, 0, 80, 176, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8214440061911763, y=-0.5629689808386515, z=0.02819727549300271, w=0.08660591758565118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.0033333333333333335, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.14, z=-0.15)>	COMP<144>
[1740779758.1204824]	Q_Header<(2621443, 57313, 257, 173, 250, 8, 58, 9, 80)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 54, 152, 247, 253, 253, 224, 203, 181, 253, 253, 253, 240, 253, 253, 133, 170, 202, 228, 194, 102, 156, 253, 253, 181, 253, 253, 253, 253, 0, 124, 35, 82, 116, 88, 75, 111, 134, 64, 0, 18, 0, 0, 0, 160, 134, 66, 0, 29, 0, 0, 0, 0, 0, 81, 144, 0, 249, 161, 44, 136, 215, 159, 0, 0, 0, 0, 0, 0, 66, 113, 88, 165, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8214440061911763, y=-0.5629689808386515, z=0.02819727549300271, w=0.08660591758565118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.0033333333333333335, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.14, z=-0.15)>	COMP<144>
[1740779758.1305404]	Q_Header<(2621443, 57314, 257, 173, 250, 8, 58, 10, 82)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 48, 106, 176, 233, 253, 253, 253, 214, 192, 224, 253, 238, 190, 243, 253, 253, 182, 175, 211, 140, 144, 253, 253, 247, 253, 253, 253, 253, 152, 120, 61, 0, 39, 71, 10, 93, 165, 141, 58, 54, 0, 0, 43, 68, 49, 0, 0, 42, 0, 0, 0, 28, 0, 0, 0, 14, 133, 27, 0, 0, 60, 73, 0, 0, 0, 0, 0, 0, 193, 221, 199, 253, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.8214440061911763, y=-0.5629689808386515, z=0.02819727549300271, w=0.08660591758565118)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.025555555555555557, y=-0.0033333333333333335, z=-0.014444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.14, z=-0.15)>	COMP<144>
