[1740779845.5310972]	Q_Header<(2621443, 518, 257, 173, 250, 8, 58, 0, 33)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 253, 253, 253, 253, 253, 148, 176, 111, 253, 253, 253, 253, 134, 189, 139, 58, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3312984442943466, y=-0.9393299664130423, z=0.07708731303311712, w=0.044250437014259625)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=-0.03111111111111111, z=-0.08222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=0.03)>	COMP<184>
[1740779845.541624]	Q_Header<(2621443, 519, 257, 173, 250, 8, 58, 1, 38)>	Q_Data<(0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 253, 253, 236, 253, 253, 188, 181, 71, 253, 253, 253, 253, 219, 107, 61, 38, 0, 19, 0, 0, 22, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3301342045299974, y=-0.939744194333217, z=0.07720831368653111, w=0.043944652849250906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.03222222222222222, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=-0.04)>	COMP<184>
[1740779845.550941]	Q_Header<(2621443, 520, 257, 173, 250, 8, 58, 2, 35)>	Q_Data<(0, 0, 18, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 253, 253, 253, 253, 253, 232, 175, 212, 253, 253, 249, 253, 253, 125, 44, 69, 0, 34, 0, 16, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3301342045299974, y=-0.939744194333217, z=0.07720831368653111, w=0.043944652849250906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.03222222222222222, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=-0.04)>	COMP<184>
[1740779845.5610538]	Q_Header<(2621443, 521, 257, 173, 250, 8, 58, 3, 28)>	Q_Data<(0, 0, 60, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 253, 253, 253, 253, 253, 253, 187, 253, 253, 253, 250, 253, 253, 153, 131, 80, 19, 34, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3301342045299974, y=-0.939744194333217, z=0.07720831368653111, w=0.043944652849250906)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0022222222222222222, y=-0.03222222222222222, z=-0.08333333333333333)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.09, y=-0.14, z=-0.04)>	COMP<184>
[1740779845.5736384]	Q_Header<(2621443, 522, 257, 173, 250, 8, 58, 4, 35)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 253, 253, 253, 253, 253, 253, 248, 253, 253, 253, 216, 253, 253, 253, 253, 52, 0, 36, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3289718867244961, y=-0.9401638113365748, z=0.07726872144586495, w=0.0435780940855826)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03222222222222222, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<179>
[1740779845.580918]	Q_Header<(2621443, 523, 257, 173, 250, 8, 58, 5, 27)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 222, 253, 253, 253, 253, 253, 253, 253, 253, 248, 156, 211, 253, 253, 253, 217, 77, 58, 53, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3289718867244961, y=-0.9401638113365748, z=0.07726872144586495, w=0.0435780940855826)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03222222222222222, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<179>
[1740779845.5908]	Q_Header<(2621443, 524, 257, 173, 250, 8, 58, 6, 42)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 168, 253, 253, 199, 241, 253, 253, 253, 253, 93, 125, 155, 253, 253, 253, 253, 98, 72, 57, 36, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3289718867244961, y=-0.9401638113365748, z=0.07726872144586495, w=0.0435780940855826)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03222222222222222, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<179>
[1740779845.6009405]	Q_Header<(2621443, 525, 257, 173, 250, 8, 58, 7, 42)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 130, 248, 253, 253, 253, 253, 189, 253, 253, 214, 130, 164, 253, 253, 253, 253, 191, 80, 51, 27, 0, 18, 20, 0, 0, 0, 27, 110, 97, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3289718867244961, y=-0.9401638113365748, z=0.07726872144586495, w=0.0435780940855826)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.0077777777777777776, y=-0.03222222222222222, z=-0.08555555555555555)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<179>
[1740779845.6110172]	Q_Header<(2621443, 526, 257, 173, 250, 8, 58, 8, 38)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 125, 250, 253, 253, 253, 253, 253, 253, 253, 196, 69, 154, 149, 253, 253, 253, 253, 116, 38, 0, 33, 0, 0, 0, 0, 26, 95, 193, 176, 38, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3273941697568822, y=-0.9407394367007504, z=0.07727088346610977, w=0.043029994347241224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03222222222222222, z=-0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<181>
[1740779845.62098]	Q_Header<(2621443, 527, 257, 173, 250, 8, 58, 9, 39)>	Q_Data<(0, 0, 66, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 137, 253, 253, 253, 253, 253, 253, 253, 253, 121, 63, 141, 190, 253, 253, 253, 253, 96, 48, 0, 0, 0, 0, 0, 9, 18, 110, 234, 232, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3273941697568822, y=-0.9407394367007504, z=0.07727088346610977, w=0.043029994347241224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03222222222222222, z=-0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<181>
[1740779845.6309733]	Q_Header<(2621443, 528, 257, 173, 250, 8, 58, 10, 44)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 140, 216, 253, 253, 218, 253, 253, 253, 253, 110, 84, 115, 198, 196, 243, 253, 228, 75, 30, 0, 0, 0, 0, 0, 0, 33, 67, 219, 234, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 153, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3273941697568822, y=-0.9407394367007504, z=0.07727088346610977, w=0.043029994347241224)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.012222222222222223, y=-0.03222222222222222, z=-0.08444444444444445)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.08, y=-0.15, z=0.06)>	COMP<181>
