[1740779868.031162]	Q_Header<(2621443, 2768, 257, 173, 250, 8, 58, 0, 55)>	Q_Data<(0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 99, 170, 242, 253, 248, 228, 162, 207, 187, 183, 119, 193, 99, 17, 65, 57, 118, 220, 187, 24, 50, 0, 0, 20, 0, 29, 73, 60, 115, 116, 0, 0, 0, 0, 91, 121, 0, 0, 0, 53, 184, 253, 201, 225, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3621763339617964, y=-0.9275351781626929, z=0.07458366702078112, w=0.05425931258713127)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.013333333333333334, y=0.034444444444444444, z=-0.0077777777777777776)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.11, z=0.03)>	COMP<158>
[1740779868.0434337]	Q_Header<(2621443, 2769, 257, 173, 250, 8, 58, 1, 53)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 85, 209, 174, 246, 253, 253, 253, 253, 253, 253, 240, 253, 167, 107, 52, 22, 107, 188, 150, 96, 161, 98, 59, 0, 0, 56, 66, 0, 45, 31, 0, 20, 39, 97, 147, 218, 97, 0, 0, 79, 210, 253, 252, 217, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622344203471882, y=-0.9275276303312922, z=0.07421685849067916, w=0.054503005454092514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.05)>	COMP<153>
[1740779868.0511656]	Q_Header<(2621443, 2770, 257, 173, 250, 8, 58, 2, 56)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 87, 163, 154, 178, 253, 253, 253, 253, 253, 253, 253, 253, 234, 165, 107, 62, 78, 118, 97, 179, 253, 185, 85, 18, 28, 71, 41, 0, 0, 0, 0, 30, 58, 179, 134, 253, 138, 34, 0, 72, 193, 253, 253, 181, 90, 0, 0, 0, 0, 0, 0, 0, 0, 57, 129, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622344203471882, y=-0.9275276303312922, z=0.07421685849067916, w=0.054503005454092514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.05)>	COMP<153>
[1740779868.0612583]	Q_Header<(2621443, 2771, 257, 173, 250, 8, 58, 3, 69)>	Q_Data<(0, 0, 52, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 150, 253, 245, 238, 253, 253, 253, 114, 245, 236, 253, 226, 253, 203, 88, 97, 105, 139, 226, 253, 226, 88, 0, 63, 114, 98, 0, 0, 0, 0, 4, 87, 227, 193, 230, 139, 42, 0, 8, 139, 214, 186, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 173, 181, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 146, 142, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622344203471882, y=-0.9275276303312922, z=0.07421685849067916, w=0.054503005454092514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.05)>	COMP<153>
[1740779868.0713255]	Q_Header<(2621443, 2772, 257, 173, 250, 8, 58, 4, 75)>	Q_Data<(0, 0, 64, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54, 190, 253, 242, 220, 253, 253, 253, 244, 197, 144, 230, 74, 253, 253, 72, 118, 107, 149, 219, 253, 204, 68, 107, 183, 253, 205, 33, 11, 0, 0, 40, 142, 238, 196, 156, 96, 0, 0, 26, 60, 109, 107, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 138, 128, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 227, 253, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622344203471882, y=-0.9275276303312922, z=0.07421685849067916, w=0.054503005454092514)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.015555555555555555, y=0.025555555555555557, z=-0.005555555555555556)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.11, z=-0.05)>	COMP<153>
[1740779868.0813847]	Q_Header<(2621443, 2773, 257, 173, 250, 8, 58, 5, 76)>	Q_Data<(0, 0, 62, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 174, 253, 244, 231, 253, 253, 253, 246, 206, 142, 246, 207, 253, 253, 116, 107, 74, 121, 162, 253, 141, 80, 145, 248, 253, 253, 95, 15, 0, 0, 91, 189, 215, 130, 89, 59, 75, 42, 6, 0, 36, 27, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 165, 217, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 213, 232, 182, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622989555020176, y=-0.9275365948052832, z=0.07360723388400155, w=0.054747668983374284)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.014444444444444444, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.1, z=-0.14)>	COMP<153>
[1740779868.091276]	Q_Header<(2621443, 2774, 257, 173, 250, 8, 58, 6, 79)>	Q_Data<(0, 0, 62, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 141, 253, 253, 218, 235, 253, 253, 246, 248, 125, 196, 152, 253, 253, 181, 134, 64, 136, 70, 138, 52, 59, 104, 200, 253, 229, 127, 0, 0, 25, 95, 184, 171, 58, 87, 150, 163, 99, 0, 0, 16, 39, 15, 0, 0, 20, 0, 0, 0, 0, 0, 12, 175, 224, 158, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 158, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622989555020176, y=-0.9275365948052832, z=0.07360723388400155, w=0.054747668983374284)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.014444444444444444, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.1, z=-0.14)>	COMP<153>
[1740779868.1013517]	Q_Header<(2621443, 2775, 257, 173, 250, 8, 58, 7, 80)>	Q_Data<(0, 0, 63, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 105, 237, 253, 138, 133, 200, 253, 253, 253, 172, 209, 185, 249, 253, 249, 202, 104, 179, 101, 167, 176, 106, 89, 249, 253, 123, 116, 0, 0, 63, 43, 79, 53, 52, 127, 210, 211, 115, 0, 32, 55, 51, 0, 0, 19, 0, 0, 0, 0, 0, 0, 86, 253, 253, 240, 95, 0, 27, 0, 0, 0, 0, 0, 0, 0, 66, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 253, 24, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3622989555020176, y=-0.9275365948052832, z=0.07360723388400155, w=0.054747668983374284)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.028888888888888888, y=0.014444444444444444, z=-0.0044444444444444444)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.1, y=-0.1, z=-0.14)>	COMP<153>
[1740779868.111388]	Q_Header<(2621443, 2776, 257, 173, 250, 8, 58, 8, 77)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 134, 149, 178, 158, 186, 253, 253, 253, 253, 253, 253, 192, 253, 253, 253, 154, 196, 135, 253, 253, 197, 125, 253, 253, 179, 65, 0, 73, 0, 165, 149, 93, 85, 141, 214, 205, 71, 64, 83, 55, 39, 0, 106, 59, 0, 0, 0, 0, 0, 0, 121, 253, 253, 253, 101, 39, 107, 67, 125, 106, 41, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 66, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3623127352955824, y=-0.9275718730267799, z=0.07318277790084288, w=0.05462767824958663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<153>
[1740779868.1212862]	Q_Header<(2621443, 2777, 257, 173, 250, 8, 58, 9, 71)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 33, 178, 253, 229, 219, 253, 253, 253, 253, 253, 201, 153, 253, 253, 253, 150, 231, 164, 253, 253, 243, 137, 225, 253, 184, 55, 46, 113, 130, 223, 219, 112, 74, 141, 168, 152, 0, 100, 109, 85, 136, 68, 148, 75, 0, 0, 0, 0, 0, 0, 103, 248, 253, 212, 0, 27, 123, 128, 200, 193, 116, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3623127352955824, y=-0.9275718730267799, z=0.07318277790084288, w=0.05462767824958663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<153>
[1740779868.131422]	Q_Header<(2621443, 2778, 257, 173, 250, 8, 58, 10, 71)>	Q_Data<(0, 0, 66, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 209, 253, 253, 178, 223, 253, 253, 253, 235, 116, 171, 253, 253, 253, 56, 253, 240, 253, 253, 205, 218, 52, 117, 153, 125, 123, 221, 253, 253, 253, 253, 117, 121, 104, 79, 45, 126, 163, 193, 233, 124, 161, 82, 0, 0, 0, 0, 0, 0, 54, 114, 150, 154, 58, 0, 100, 143, 232, 226, 128, 67, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=-0.3623127352955824, y=-0.9275718730267799, z=0.07318277790084288, w=0.05462767824958663)>	ANG_VEL<geometry_msgs.msg.Vector3(x=-0.03111111111111111, y=0.0, z=-0.0022222222222222222)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.07, y=-0.1, z=-0.06)>	COMP<153>
