[1740780045.5025327]	Q_Header<(2621443, 20518, 257, 173, 250, 8, 58, 0, 60)>	Q_Data<(0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 253, 253, 253, 235, 253, 253, 235, 252, 253, 194, 249, 233, 99, 126, 198, 124, 44, 0, 39, 78, 48, 89, 122, 221, 230, 214, 253, 249, 166, 163, 65, 0, 177, 253, 253, 253, 152, 123, 32, 0, 0, 0, 0, 12, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41186289456065706, y=-0.9065500256238054, z=0.08984323959592282, w=-0.021545287756359208)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.043333333333333335, y=0.05, z=-0.022222222222222223)>	LIN_ACC<geometry_msgs.msg.Vector3(x=0.04, y=-0.03, z=0.21)>	COMP<185>
[1740780045.512589]	Q_Header<(2621443, 20519, 257, 173, 250, 8, 58, 1, 63)>	Q_Data<(0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 253, 253, 239, 253, 253, 253, 221, 253, 253, 171, 199, 157, 154, 195, 139, 63, 16, 71, 83, 79, 89, 91, 136, 253, 248, 243, 253, 253, 187, 165, 47, 0, 167, 248, 253, 136, 127, 67, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 27, 0, 0, 0, 20, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4121064818950776, y=-0.9063657073669878, z=0.0906976054644676, w=-0.02105698108024315)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.051111111111111114, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.14)>	COMP<183>
[1740780045.5225236]	Q_Header<(2621443, 20520, 257, 173, 250, 8, 58, 2, 53)>	Q_Data<(0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 253, 253, 253, 253, 253, 184, 253, 253, 217, 147, 169, 107, 253, 253, 133, 41, 0, 87, 69, 122, 72, 165, 226, 253, 192, 199, 253, 253, 154, 135, 0, 0, 104, 167, 103, 114, 66, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4121064818950776, y=-0.9063657073669878, z=0.0906976054644676, w=-0.02105698108024315)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.051111111111111114, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.14)>	COMP<183>
[1740780045.533414]	Q_Header<(2621443, 20521, 257, 173, 250, 8, 58, 3, 57)>	Q_Data<(0, 0, 39, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 197, 246, 253, 253, 253, 177, 253, 253, 164, 120, 143, 129, 253, 253, 153, 56, 30, 66, 62, 244, 253, 253, 253, 247, 156, 177, 253, 201, 84, 76, 0, 24, 39, 77, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 20, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4121064818950776, y=-0.9063657073669878, z=0.0906976054644676, w=-0.02105698108024315)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.03666666666666667, y=0.051111111111111114, z=-0.02)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.02, y=-0.06, z=0.14)>	COMP<183>
[1740780045.5425432]	Q_Header<(2621443, 20522, 257, 173, 250, 8, 58, 4, 47)>	Q_Data<(0, 0, 63, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 119, 143, 219, 253, 253, 234, 253, 253, 131, 94, 105, 152, 253, 253, 150, 59, 24, 0, 108, 249, 253, 253, 253, 253, 181, 176, 178, 90, 29, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4123511768769978, y=-0.9061838252061555, z=0.09155221511478637, w=-0.0203856265655591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.04777777777777778, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.05, z=0.03)>	COMP<183>
[1740780045.5524993]	Q_Header<(2621443, 20523, 257, 173, 250, 8, 58, 5, 53)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 130, 253, 253, 253, 253, 253, 253, 253, 98, 63, 65, 143, 253, 253, 117, 47, 25, 0, 109, 207, 215, 253, 253, 253, 161, 131, 110, 28, 11, 0, 41, 35, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4123511768769978, y=-0.9061838252061555, z=0.09155221511478637, w=-0.0203856265655591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.04777777777777778, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.05, z=0.03)>	COMP<183>
[1740780045.5625393]	Q_Header<(2621443, 20524, 257, 173, 250, 8, 58, 6, 53)>	Q_Data<(0, 0, 63, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 150, 253, 253, 253, 253, 253, 224, 124, 55, 38, 53, 110, 233, 248, 68, 40, 14, 0, 117, 181, 234, 253, 253, 248, 111, 69, 71, 18, 0, 0, 97, 116, 0, 0, 0, 35, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 28, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.4123511768769978, y=-0.9061838252061555, z=0.09155221511478637, w=-0.0203856265655591)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.016666666666666666, y=0.04777777777777778, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.06, y=-0.05, z=0.03)>	COMP<183>
[1740780045.573725]	Q_Header<(2621443, 20525, 257, 173, 250, 8, 58, 7, 58)>	Q_Data<(0, 0, 64, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48, 168, 253, 253, 253, 253, 253, 207, 188, 79, 0, 60, 78, 139, 151, 42, 28, 0, 17, 111, 158, 253, 253, 253, 171, 51, 33, 41, 0, 0, 0, 153, 196, 58, 0, 0, 19, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 41, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41253945578500817, y=-0.9060731204510203, z=0.09191957692147097, w=-0.019836562084646788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.04, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.07, z=0.07)>	COMP<185>
[1740780045.582503]	Q_Header<(2621443, 20526, 257, 173, 250, 8, 58, 8, 55)>	Q_Data<(0, 0, 65, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 56, 164, 253, 253, 253, 253, 253, 253, 253, 143, 53, 55, 38, 80, 94, 45, 0, 0, 12, 62, 106, 253, 253, 253, 132, 43, 0, 22, 0, 0, 14, 188, 239, 90, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 60, 68, 21, 0, 38, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41253945578500817, y=-0.9060731204510203, z=0.09191957692147097, w=-0.019836562084646788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.04, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.07, z=0.07)>	COMP<185>
[1740780045.592457]	Q_Header<(2621443, 20527, 257, 173, 250, 8, 58, 9, 55)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40, 84, 135, 209, 253, 253, 253, 253, 253, 227, 108, 57, 88, 63, 0, 45, 24, 0, 40, 0, 70, 230, 253, 253, 65, 105, 118, 78, 23, 0, 22, 173, 219, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 32, 74, 57, 38, 44, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41253945578500817, y=-0.9060731204510203, z=0.09191957692147097, w=-0.019836562084646788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.04, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.07, z=0.07)>	COMP<185>
[1740780045.6024833]	Q_Header<(2621443, 20528, 257, 173, 250, 8, 58, 10, 53)>	Q_Data<(0, 0, 66, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 159, 253, 210, 253, 253, 253, 253, 253, 253, 174, 125, 140, 98, 100, 103, 61, 0, 24, 0, 20, 133, 222, 151, 96, 205, 220, 106, 13, 0, 0, 121, 147, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 42, 76, 58, 53, 57, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)>	ORIENT<geometry_msgs.msg.Quaternion(x=0.41253945578500817, y=-0.9060731204510203, z=0.09191957692147097, w=-0.019836562084646788)>	ANG_VEL<geometry_msgs.msg.Vector3(x=0.0022222222222222222, y=0.04, z=-0.01888888888888889)>	LIN_ACC<geometry_msgs.msg.Vector3(x=-0.09, y=-0.07, z=0.07)>	COMP<185>
